peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2	Cl13_P14_Day32_H3K9me3_Rep1_S5	Cl13_P14_Day32_H3K9me3_Rep2_S6	Cl13_P14_Day32_H3K9me3_Rep3_S7	Cl13_P14_Day32_H3K9me3_Rep4_S8
peak159	chr1	15019595	15026282	.	6688	86.26	104.15	81.58	97.43	90.47	87.55	97.41	89.97	88.22	92.71	92.99	105.97	112.09	101.62	79.6	94.99
peak160	chr1	15029996	15283345	.	253350	3062.61	3029.14	3077.08	2977.95	2931.35	3013.58	3014.41	2958.62	1748.56	1726.09	1771.67	1914.29	1376.81	1330.95	1444.63	1249.56
peak161	chr1	15290710	15620430	.	329721	3850.89	3873.88	3803.11	3826.86	3676.85	3783.18	3804.11	3756.31	2061.02	2009.43	2082.44	2150.41	1194.52	1200.91	1504.03	1117.25
peak162	chr1	15638334	15644040	.	5707	46.97	53.41	55.47	45.75	40.71	46.4	45.22	50.61	24.51	30.21	28.14	18.43	15.85	7.65	14.26	10.18
peak163	chr1	15657934	15664631	.	6698	53.8	51.63	39.97	43.21	44.33	44.65	45.22	39.36	39.21	15.63	23.25	32.25	19.25	17.48	14.26	19.22
peak164	chr1	15668303	15670877	.	2575	23.06	24.92	16.32	25.42	19.9	18.39	23.48	16.07	11.03	8.33	11.01	13.82	5.66	5.46	13.07	12.44
peak165	chr1	15684497	15689530	.	5034	33.31	25.81	21.21	25.42	14.48	21.01	24.35	24.9	7.35	12.5	15.91	16.13	6.79	12.02	15.44	4.52
peak166	chr1	15690092	15698089	.	7998	42.7	49.85	49.76	43.21	55.19	61.29	60.88	41.77	34.31	33.33	24.47	34.55	16.98	17.48	23.76	16.96
peak167	chr1	15699766	15705002	.	5237	33.31	38.28	31.81	38.97	31.67	31.52	28.7	34.54	18.38	14.58	17.13	11.52	7.93	10.93	17.82	7.92
peak168	chr1	15707682	15712697	.	5016	32.45	34.72	29.37	19.49	23.52	32.39	26.96	25.71	29.41	18.75	22.02	21.88	7.93	8.74	11.88	10.18
peak169	chr1	15726941	15747519	.	20579	219.49	240.34	247.18	243.15	263.28	240.77	269.61	244.21	159.29	159.38	150.49	170.47	139.27	158.45	148.5	126.65
peak170	chr1	15759826	15767286	.	7461	80.28	76.55	86.47	94.04	82.33	76.17	87.84	80.33	66.17	86.46	69.74	84.08	72.46	51.36	67.72	59.93
peak171	chr1	15860986	15871032	.	10047	147.75	113.05	124	128.78	114.9	113.82	120.89	124.51	58.82	85.42	72.19	77.17	67.93	69.93	90.29	76.9
peak173	chr1	15928306	15934104	.	5799	73.45	87.23	76.68	71.17	93.19	83.18	77.4	60.25	77.2	76.04	77.08	73.72	69.07	74.31	89.1	83.68
peak174	chr1	15947429	15959283	.	11855	121.27	118.39	121.55	117.76	124.85	138.33	114.8	116.48	111.51	102.09	104	110.57	101.9	98.35	123.55	97.25
peak175	chr1	15963698	15972822	.	9125	97.36	89.01	101.97	120.3	95	106.81	126.98	100.41	79.65	80.21	66.07	59.89	74.73	63.38	78.41	71.24
peak176	chr1	16030668	16043420	.	12753	159.71	125.51	148.47	144.87	168.28	139.21	126.11	165.48	89.45	115.63	90.54	111.72	116.62	97.25	96.23	113.08
peak178	chr1	16139826	16143250	.	3425	21.35	32.04	17.13	32.19	30.76	25.39	31.31	27.31	18.38	26.04	28.14	27.64	32.84	27.32	21.38	36.19
peak179	chr1	16163801	16169672	.	5872	74.3	72.99	69.34	71.17	71.47	76.17	65.23	66.68	67.39	61.46	75.86	66.8	57.74	57.91	68.9	71.24
peak180	chr1	16314687	16324285	.	9599	65.76	68.54	60.37	61	52.47	76.17	63.49	45.79	36.76	27.08	39.15	33.4	29.44	42.62	33.26	35.06
peak181	chr1	16342330	16351908	.	9579	76.01	67.65	74.23	91.5	90.47	95.43	85.23	81.14	30.63	19.79	26.92	24.19	41.89	40.43	30.89	28.27
peak182	chr1	16379468	16383007	.	3540	29.04	41.84	34.26	31.35	26.24	26.27	25.22	37.76	24.51	20.83	22.02	18.43	24.91	28.41	23.76	20.35
peak184	chr1	16422804	16428058	.	5255	51.24	58.75	57.92	66.08	52.47	50.78	56.53	53.82	44.11	32.29	45.27	31.1	38.5	33.87	41.58	48.63
peak185	chr1	16448532	16458128	.	9597	99.07	110.38	108.5	133.86	101.33	103.31	119.15	113.27	75.97	93.75	78.31	97.9	114.36	92.88	96.23	99.51
peak186	chr1	16472076	16480318	.	8243	76.86	80.11	100.34	89.8	75.09	74.42	57.4	69.89	51.46	40.63	55.06	51.83	44.16	37.15	62.96	62.2
peak187	chr1	16524262	16529656	.	5395	23.06	30.26	39.97	37.28	40.71	31.52	26.96	30.53	29.41	35.42	30.59	25.34	27.17	40.43	33.26	38.45
peak188	chr1	16553175	16557002	.	3828	33.31	38.28	25.29	35.58	27.14	30.64	35.66	25.71	26.96	17.71	28.14	21.88	43.03	30.6	26.14	27.14
peak189	chr1	16619091	16625776	.	6686	27.33	33.83	34.26	33.04	31.67	22.76	25.22	24.1	30.63	39.58	25.69	42.62	29.44	34.97	47.52	36.19
peak190	chr1	16630355	16632701	.	2347	11.96	24.03	16.32	21.18	27.14	12.26	27.83	24.1	33.08	21.88	31.81	29.95	29.44	32.78	28.51	36.19
peak193	chr1	16689131	16692000	.	2870	5.98	2.67	7.34	4.24	8.14	3.5	5.22	7.23	22.06	28.13	13.46	14.97	28.31	40.43	28.51	28.27
peak194	chr1	16711166	16713933	.	2768	25.62	27.59	21.21	22.87	29.86	25.39	29.57	37.76	34.31	22.92	34.26	36.86	40.76	37.15	29.7	32.79
peak195	chr1	16728386	16734130	.	5745	52.1	55.19	50.58	56.76	52.47	43.78	50.44	48.2	28.18	46.88	42.82	43.77	40.76	38.25	43.96	41.84
peak196	chr1	16738350	16746339	.	7990	100.78	99.7	104.42	97.43	104.04	95.43	107.84	117.28	138.46	156.25	124.8	118.64	148.32	160.63	133.06	170.75
peak197	chr1	16772897	16777733	.	4837	62.35	42.73	54.66	48.29	69.66	52.53	60.01	58.64	35.53	22.92	26.92	34.55	33.97	21.85	33.26	32.79
peak198	chr1	16802023	16807668	.	5646	35.87	48.07	36.71	31.35	30.76	38.52	39.14	37.76	25.73	26.04	15.91	28.79	19.25	21.85	20.2	20.35
peak199	chr1	16824439	16852392	.	27954	245.97	294.64	238.2	240.61	248.8	236.39	226.12	244.21	109.06	127.09	132.14	125.55	144.93	113.64	121.18	107.43
peak200	chr1	16856547	16928718	.	72172	744.73	727.24	703.19	766.73	694.84	710.93	768.82	670.77	390.88	353.13	356.05	359.36	302.31	286.3	359.97	257.83
peak201	chr1	16929635	17037669	.	108035	908.7	893.7	903.87	930.24	877.59	859.77	887.1	890.88	568.56	537.51	586.07	566.68	298.91	336.56	365.91	353.95
peak202	chr1	17038959	17068966	.	30008	251.94	258.14	274.91	226.21	261.47	243.4	240.04	233.77	140.91	150	173.74	147.43	83.79	76.49	95.04	74.63
peak203	chr1	17071986	17083045	.	11060	124.69	128.18	146.02	132.17	105.85	132.21	113.93	125.32	89.45	108.34	96.66	69.11	60.01	65.56	81.97	66.72
peak204	chr1	17086549	17089792	.	3244	28.18	24.03	17.13	15.25	19	26.27	26.96	17.67	19.61	10.42	14.68	19.58	6.79	1.09	10.69	5.65
peak205	chr1	17109058	17115045	.	5988	76.01	64.09	44.05	61	44.33	58.66	42.62	62.66	33.08	23.96	29.36	31.1	21.51	18.58	28.51	20.35
peak206	chr1	17131786	17150069	.	18284	161.41	143.31	153.36	131.32	131.19	125.2	154.81	157.45	110.28	93.75	89.32	79.47	63.41	43.71	76.03	50.89
peak207	chr1	17168656	17627475	.	458820	7025.38	6926.17	6873.66	6946.29	6953.8	6885.19	6882.88	6967.97	4088.96	4006.35	4193.03	4189.09	3197.46	3157.99	3408.42	3157.25
peak208	chr1	17630927	18054016	.	423090	6902.4	6831.82	6789.64	6789.56	6747.52	6782.75	6838.53	6899.69	4451.66	4244.9	4486.68	4477.04	3614.12	3682.5	3881.25	3727.18
peak209	chr1	18061755	18356517	.	294763	5358.28	5299.89	5273.94	5250.17	5388.61	5454.57	5507.87	5357.32	2741.08	2712.57	2872.84	2783.9	2155.79	2247.75	2404.54	2261.64
peak210	chr1	18362304	19095811	.	733508	13265.9	13083.26	13163.23	13345.28	13590.95	13753.74	13717.06	13632.29	7235.63	7128.31	7388.88	7488.99	5905.79	6205.62	6687.34	6350.69
peak211	chr1	19111191	19195288	.	84098	1073.54	1052.14	1050.71	1014.96	1082.97	1121.56	1062.79	1061.99	648.2	613.56	590.96	649.61	438.18	461.13	558.37	500.95
peak212	chr1	19245880	20506898	.	1261019	21578.33	21540.47	21508.53	21791.98	22422.99	22426.76	22516.78	22511.35	12554.82	12382.61	12858.05	12746.95	10423.44	10715.32	11513.06	10786.89
peak213	chr1	20514685	20551573	.	36889	380.05	319.56	353.23	350.75	373.66	334.45	342.67	351.85	174	196.88	183.53	196.96	157.38	157.35	150.88	132.31
peak214	chr1	20557747	20565533	.	7787	46.12	44.51	35.89	28.81	35.28	27.14	45.22	49	35.53	28.13	14.68	25.34	12.45	18.58	22.57	13.57
peak215	chr1	20569953	20588952	.	19000	170.81	153.1	184.36	161.82	191.8	145.34	166.11	142.19	122.53	123.96	128.47	110.57	114.36	98.35	122.37	94.99
peak216	chr1	20591514	20602429	.	10916	81.13	93.46	79.95	89.8	81.43	84.93	83.49	87.56	46.56	27.08	44.05	50.68	23.78	32.78	41.58	32.79
peak217	chr1	20636154	20639763	.	3610	31.6	39.17	38.34	29.65	25.33	20.14	39.14	24.1	25.73	22.92	35.48	24.19	16.98	29.5	27.32	15.83
peak218	chr1	20643163	20649229	.	6067	68.32	71.21	81.58	74.55	93.19	63.04	76.53	85.15	77.2	69.79	75.86	64.5	70.2	71.03	61.78	76.9
peak219	chr1	20656207	20662627	.	6421	54.66	50.74	43.24	38.97	45.24	41.15	44.36	43.38	13.48	20.83	18.35	19.58	18.12	15.3	20.2	20.35
peak220	chr1	20699759	20712324	.	12566	118.71	118.39	119.92	93.19	95	98.06	107.84	111.66	88.22	100	91.76	92.14	99.64	91.79	106.92	93.86
peak221	chr1	20770362	20773801	.	3440	15.37	21.36	21.21	17.79	21.71	14.88	20.87	21.69	8.58	17.71	19.58	24.19	19.25	20.76	24.95	28.27
peak222	chr1	20851617	20854506	.	2890	39.29	42.73	31	46.6	42.52	35.02	41.75	49	15.93	23.96	28.14	25.34	26.04	20.76	15.44	15.83
peak223	chr1	20962985	20966383	.	3399	23.91	25.81	18.76	27.96	16.29	24.51	25.22	31.33	24.51	17.71	12.24	19.58	24.91	21.85	20.2	13.57
peak224	chr1	21016806	21021985	.	5180	52.1	50.74	57.92	54.22	48.86	56.91	58.27	57.84	50.24	52.08	52.61	46.07	41.89	49.17	43.96	39.58
peak226	chr1	21115286	21121727	.	6442	52.1	85.45	70.97	70.32	69.66	76.17	86.1	71.5	72.3	88.54	99.11	76.02	75.86	98.35	70.09	79.16
peak227	chr1	21128376	21138095	.	9720	98.22	113.05	97.89	82.18	95	89.3	86.97	91.58	63.72	53.13	41.6	51.83	55.48	56.82	73.66	53.15
peak228	chr1	21195687	21201798	.	6112	81.99	80.11	84.02	77.94	75.09	64.79	79.14	77.92	73.52	77.09	78.31	74.87	80.39	75.4	102.17	79.16
peak230	chr1	21336891	21339580	.	2690	31.6	28.48	31	26.26	27.14	30.64	30.44	24.9	8.58	8.33	11.01	10.37	71.33	69.93	41.58	61.06
peak231	chr1	21359006	21363676	.	4671	35.02	40.95	40.79	42.36	33.48	41.15	41.75	37.76	36.76	21.88	24.47	27.64	31.7	48.08	28.51	39.58
peak233	chr1	21514383	21519323	.	4941	46.97	63.2	57.1	53.37	47.95	42.9	53.92	51.41	35.53	19.79	17.13	24.19	18.12	24.04	22.57	23.75
peak234	chr1	21574645	21588516	.	13872	169.96	176.25	184.36	174.53	169.19	185.61	195.68	171.11	148.27	138.55	132.14	154.34	160.78	154.07	117.61	158.31
peak235	chr1	21622945	21628495	.	5551	58.93	84.56	58.74	72.86	69.66	72.67	61.75	72.3	40.44	26.04	22.02	24.19	23.78	29.5	40.39	22.62
peak236	chr1	21692511	21695724	.	3214	17.93	13.35	17.13	16.1	19.9	13.13	16.52	12.05	19.61	11.46	13.46	6.91	18.12	25.13	20.2	18.09
peak238	chr1	21784968	21790904	.	5937	22.21	21.36	17.95	19.49	19.9	19.26	13.05	14.46	20.83	9.38	14.68	16.13	12.45	14.21	28.51	7.92
peak239	chr1	21878030	21882939	.	4910	30.75	31.15	26.92	26.26	24.43	31.52	26.09	24.1	22.06	20.83	26.92	16.13	26.04	29.5	22.57	22.62
peak240	chr1	21994795	22006137	.	11343	140.06	135.3	147.65	165.21	129.38	159.35	140.89	163.07	167.87	152.09	118.68	150.89	175.5	170.47	165.13	159.45
peak241	chr1	22011886	22018652	.	6767	75.16	84.56	78.31	75.4	76.9	64.79	78.27	64.27	51.46	40.63	48.94	47.22	52.08	56.82	65.34	47.49
peak242	chr1	22054230	22067225	.	12996	119.57	128.18	128.89	124.54	88.66	114.69	99.15	103.63	94.35	103.13	92.99	96.75	99.64	90.7	87.91	105.17
peak243	chr1	22077141	22085100	.	7960	90.53	75.66	66.08	71.17	66.05	76.17	84.36	67.48	67.39	57.29	80.75	54.13	44.16	49.17	57.02	64.46
peak244	chr1	22087130	22101355	.	14226	137.5	145.98	134.6	125.39	140.23	130.45	160.9	129.33	95.58	89.59	97.88	96.75	79.26	73.21	87.91	105.17
peak245	chr1	22136352	22139626	.	3275	17.93	31.15	14.68	17.79	12.67	17.51	13.92	17.67	3.68	3.13	9.79	10.37	4.53	2.19	10.69	3.39
peak246	chr1	22143758	22165143	.	21386	243.4	243.01	231.68	265.18	246.99	235.52	195.68	205.65	209.53	204.17	221.46	210.78	183.42	183.58	184.14	189.98
peak247	chr1	22169382	22176738	.	7357	50.39	63.2	50.58	46.6	43.43	54.28	40.01	49	17.15	21.88	20.8	25.34	6.79	12.02	16.63	20.35
peak248	chr1	22180073	22189298	.	9226	39.29	56.97	44.87	36.43	39.81	45.53	47.83	51.41	17.15	16.67	24.47	19.58	18.12	16.39	24.95	19.22
peak249	chr1	22210804	22227255	.	16452	117.86	111.27	102.79	94.04	111.28	98.06	96.54	91.58	52.69	51.04	48.94	52.98	54.35	46.99	54.65	48.63
peak250	chr1	22230886	22236879	.	5994	103.34	105.93	92.18	95.73	95	108.57	105.23	77.92	88.22	89.59	89.32	84.08	87.18	88.51	79.6	99.51
peak251	chr1	22299706	22302731	.	3026	23.91	25.81	25.29	25.42	14.48	18.39	24.35	16.87	4.9	9.38	9.79	12.67	10.19	6.56	15.44	5.65
peak252	chr1	22318165	22330986	.	12822	92.24	79.22	93.81	59.3	82.33	85.8	96.54	79.53	62.49	63.54	58.73	58.74	44.16	41.52	35.64	33.92
peak253	chr1	22334265	22345797	.	11533	80.28	105.04	98.71	69.47	76.9	85.8	75.66	77.92	60.04	42.71	59.95	69.11	22.64	20.76	35.64	36.19
peak254	chr1	22348626	22357876	.	9251	57.22	81.89	68.52	52.53	63.33	62.16	60.88	62.66	41.66	31.25	44.05	46.07	20.38	14.21	29.7	21.49
peak255	chr1	22360356	22396265	.	35910	313.43	301.76	296.12	311.77	304.9	281.92	303.53	312.49	218.11	207.3	211.67	185.44	114.36	124.57	142.56	105.17
peak256	chr1	22397090	22433038	.	35949	317.71	341.81	331.2	360.07	344.7	335.33	358.32	326.15	247.52	225.01	216.56	232.66	117.75	122.39	143.75	154.92
peak257	chr1	22466627	22524296	.	57670	511.57	484.24	491.09	457.49	504.84	482.42	497.47	535.01	355.35	347.93	351.15	329.41	198.14	175.93	210.28	193.37
peak258	chr1	22539171	22606892	.	67722	580.75	607.07	582.46	587.96	636.03	569.97	584.44	608.11	335.74	297.92	337.69	328.26	193.61	209.8	285.12	223.9
peak259	chr1	22607979	22645953	.	37975	404.82	427.27	434.8	384.63	386.32	396.62	404.42	388	218.11	292.72	267.95	269.52	147.19	147.52	169.89	170.75
peak260	chr1	22646985	22785216	.	138232	1515.08	1539.94	1537.72	1588.52	1512.72	1569.83	1494.16	1518.27	942.29	933.36	995.95	947.93	567.25	634.88	756.77	651.35
peak261	chr1	22786677	22800784	.	14108	98.22	94.35	98.71	90.65	99.52	98.94	113.93	102.02	67.39	56.25	69.74	70.26	22.64	49.17	51.08	31.66
peak262	chr1	22809726	23188311	.	378586	4875.75	4774.7	4759.19	4771.5	4748.96	4704.24	4771.23	4634.34	2900.38	2837.57	2958.49	2960.12	2019.92	2071.82	2493.64	2129.33
peak263	chr1	23189743	23199247	.	9505	76.86	67.65	71.79	71.17	58.81	55.16	68.71	62.66	52.69	47.92	52.61	52.98	32.84	38.25	33.26	35.06
peak264	chr1	23201046	23226526	.	25481	217.78	180.7	168.86	169.44	165.57	147.96	186.12	150.22	140.91	129.17	149.27	127.85	99.64	109.27	99.79	109.69
peak265	chr1	23235316	23242024	.	6709	46.12	51.63	44.87	38.97	35.28	34.15	40.01	37.76	22.06	26.04	35.48	25.34	18.12	8.74	17.82	14.7
peak266	chr1	23247836	23252826	.	4991	36.72	23.14	27.74	20.33	21.71	17.51	20.87	16.07	22.06	22.92	18.35	19.58	13.59	7.65	14.26	26.01
peak267	chr1	23293748	23316535	.	22788	190.45	218.08	222.7	197.4	202.66	208.38	182.64	204.85	188.7	204.17	212.89	222.3	211.73	232.75	219.78	206.94
peak269	chr1	23403871	23408086	.	4216	27.33	25.81	20.39	21.18	20.81	20.14	19.13	19.28	18.38	17.71	23.25	18.43	28.31	22.95	14.26	26.01
peak270	chr1	23423575	23427046	.	3472	42.7	46.29	40.79	33.89	37.09	41.15	48.7	44.99	46.56	32.29	30.59	49.53	45.29	39.34	33.26	40.71
peak271	chr1	23434934	23441777	.	6844	71.74	68.54	66.89	77.1	73.28	70.04	70.45	65.87	49.01	52.08	66.07	55.29	36.23	48.08	53.46	45.23
peak272	chr1	23448136	23458862	.	10727	106.76	134.41	119.1	114.37	114	87.55	126.98	99.61	72.3	79.17	72.19	76.02	64.54	78.68	81.97	71.24
peak273	chr1	23464667	23473991	.	9325	65.76	54.3	68.52	63.54	46.14	51.66	61.75	55.43	42.89	59.38	57.51	48.38	30.57	46.99	32.08	50.89
peak274	chr1	23492614	23494805	.	2192	11.1	18.69	17.95	16.1	10.86	16.64	14.79	11.25	4.9	4.17	18.35	10.37	11.32	10.93	9.5	6.78
peak275	chr1	23501088	23504740	.	3653	29.04	49.85	31.81	30.5	27.14	39.4	29.57	37.76	19.61	23.96	18.35	21.88	22.64	21.85	24.95	20.35
peak276	chr1	23508997	23513179	.	4183	26.48	20.47	26.1	22.03	34.38	15.76	26.96	20.08	15.93	18.75	22.02	19.58	14.72	19.67	16.63	10.18
peak277	chr1	23518987	23555793	.	36807	303.19	306.21	344.25	347.36	315.75	304.69	329.62	303.65	237.72	271.88	252.05	293.71	160.78	161.72	167.51	174.15
peak278	chr1	23557180	23745909	.	188730	2212.83	2200.42	2178.92	2149.38	2155.08	2021.6	2156.88	2088.62	1546.38	1429.2	1476.8	1478.91	902.4	906.97	1033.57	937.45
peak279	chr1	23778797	23788824	.	10028	82.84	84.56	86.47	94.89	108.57	83.18	93.06	74.71	74.75	79.17	74.64	61.05	76.99	77.58	72.47	67.85
peak280	chr1	23811432	23815722	.	4291	47.83	56.08	50.58	53.37	47.95	62.16	49.57	49	8.58	13.54	19.58	24.19	18.12	18.58	16.63	16.96
peak281	chr1	23885393	23891089	.	5697	69.18	63.2	75.87	73.71	66.05	93.68	75.66	66.68	63.72	82.29	86.87	69.11	89.45	66.66	72.47	84.81
peak282	chr1	23923697	23928463	.	4767	46.12	56.08	54.66	39.82	40.71	56.03	54.79	49.81	45.34	50	35.48	48.38	104.17	103.81	80.79	98.38
peak283	chr1	23936195	23941567	.	5373	53.8	52.52	56.29	36.43	52.47	49.91	53.92	53.02	56.37	61.46	55.06	59.89	84.92	63.38	42.77	66.72
peak284	chr1	23989647	23991176	.	1530	15.37	19.58	17.95	17.79	9.95	14.01	15.65	15.26	11.03	13.54	25.69	21.88	18.12	15.3	16.63	7.92
peak285	chr1	24075138	24081493	.	6356	80.28	74.77	72.6	67.78	80.52	76.17	79.14	78.73	78.42	70.84	79.53	74.87	63.41	55.73	65.34	81.42
peak286	chr1	24146174	24157922	.	11749	150.31	135.3	145.21	151.65	137.52	121.7	135.67	155.84	72.3	54.17	61.18	67.96	46.42	53.54	53.46	41.84
peak287	chr1	24159966	24167493	.	7528	49.53	49.85	39.16	49.99	38	45.53	40.01	40.17	15.93	13.54	30.59	21.88	6.79	14.21	20.2	6.78
peak288	chr1	24175886	24246891	.	71006	639.68	630.22	585.72	613.38	626.98	610.25	610.54	626.59	510.97	491.68	538.35	516.01	203.8	139.87	210.28	197.89
peak289	chr1	24250541	24571837	.	321297	3811.61	3883.68	3652.19	3911.58	3617.14	3545.03	3644.08	3626.98	3171.18	3163.62	3028.23	3219.28	1811.59	1789.89	2144.37	1721.11
peak291	chr1	24616389	24621448	.	5060	46.12	48.07	42.42	23.72	34.38	51.66	29.57	44.99	30.63	27.08	37.93	26.49	20.38	16.39	17.82	19.22
peak292	chr1	24638640	24661373	.	22734	205.83	196.72	208.84	199.09	205.38	175.98	200.03	200.83	144.59	117.71	155.39	142.82	124.55	142.05	131.87	127.78
peak293	chr1	24715383	24717367	.	1985	11.1	6.23	3.26	5.93	7.24	8.76	6.96	6.43	12.25	17.71	19.58	9.21	23.78	17.48	7.13	24.88
peak294	chr1	24721850	24728465	.	6616	86.26	88.12	87.29	94.04	90.47	77.92	78.27	71.5	74.75	94.79	70.96	69.11	71.33	81.95	89.1	80.29
peak295	chr1	24778323	25824060	.	1045738	20111.93	19952.46	20140.49	20281.4	20467.85	21206.27	21080.89	21077.43	13063.34	12594.07	12836.03	12874.8	9936.58	10284.78	10859.65	10468
peak296	chr1	25832758	25859293	.	26536	413.36	394.33	368.73	391.41	371.85	382.61	403.55	409.69	258.55	196.88	232.47	240.73	167.57	201.06	225.72	223.9
peak297	chr1	25859973	26686281	.	826309	16746.13	16432.85	16848.87	16975.58	17598.93	17765.43	17657.72	17885.85	9935.05	9760.67	9882.43	10049.44	8877.93	9158.17	9304.53	9146.07
peak298	chr1	26687877	30584978	.	3897102	79407.49	78194.25	77952.32	79825.14	82533.68	82888.4	82557.19	83989.2	45099.83	44400.1	45485.87	45714.88	39138.3	41309.58	42741.22	41464.91
peak299	chr1	30589234	30698553	.	109320	1679.05	1709.07	1782.45	1673.24	1662.91	1704.66	1798.56	1695.8	1073.4	1050.03	1070.59	1147.19	798.23	851.24	892.2	851.51
peak300	chr1	30702348	30754037	.	51690	655.91	692.53	596.33	639.64	636.93	631.26	700.12	649.08	466.85	455.22	500.42	451.5	349.86	352.95	369.47	369.78
peak301	chr1	30757042	30767258	.	10217	104.19	110.38	110.13	96.58	95	98.06	94.8	102.02	75.97	92.71	69.74	82.93	92.84	73.21	91.48	66.72
peak302	chr1	30853671	30859781	.	6111	71.74	55.19	62.81	73.71	49.76	70.92	59.14	60.25	51.46	64.58	72.19	73.72	67.93	52.45	59.4	63.33
peak303	chr1	30892403	30897597	.	5195	37.58	35.61	38.34	29.65	38.9	30.64	36.53	33.74	46.56	42.71	30.59	47.22	49.82	53.54	32.08	40.71
peak304	chr1	30918059	30923430	.	5372	27.33	27.59	24.47	28.81	28.95	40.27	27.83	28.12	61.27	44.79	52.61	47.22	116.62	114.74	89.1	106.3
peak305	chr1	30958913	30964585	.	5673	62.35	70.32	60.37	72.86	49.76	52.53	51.31	77.92	51.46	56.25	41.6	47.22	47.55	51.36	55.84	54.28
peak306	chr1	30966163	30974070	.	7908	73.45	85.45	66.08	57.61	64.24	66.54	64.36	69.09	28.18	35.42	55.06	44.92	41.89	39.34	59.4	24.88
peak307	chr1	30987387	30990844	.	3458	20.5	18.69	18.76	13.56	20.81	28.89	19.13	17.67	3.68	2.08	11.01	8.06	4.53	7.65	4.75	6.78
peak308	chr1	31002449	31010667	.	8219	71.74	77.44	57.92	55.07	66.95	60.41	61.75	52.22	52.69	46.88	63.62	64.5	46.42	48.08	36.83	45.23
peak309	chr1	31020164	31033458	.	13295	73.45	79.22	63.63	61	60.62	49.91	56.53	70.69	40.44	30.21	36.71	28.79	27.17	25.13	34.45	26.01
peak310	chr1	31034107	31041336	.	7230	61.49	46.29	47.31	49.14	47.05	56.03	48.7	49	39.21	33.33	40.38	21.88	7.93	18.58	21.38	12.44
peak311	chr1	31051655	31099090	.	47436	411.65	407.68	400.54	364.3	376.37	357.22	378.32	357.48	238.94	267.72	304.66	322.5	175.5	196.69	245.92	186.59
peak312	chr1	31099652	31115097	.	15446	98.22	112.16	122.37	110.14	109.47	119.07	125.24	107.64	79.65	66.67	67.29	77.17	39.63	17.48	43.96	42.97
peak313	chr1	31121110	31129485	.	8376	46.97	53.41	44.05	44.06	46.14	35.9	43.49	32.94	29.41	29.17	24.47	33.4	20.38	15.3	22.57	19.22
peak315	chr1	31163172	31172708	.	9537	52.95	68.54	70.97	42.36	46.14	66.54	45.22	39.36	47.79	36.46	53.84	51.83	39.63	33.87	35.64	23.75
peak316	chr1	31178964	31203023	.	24060	144.33	144.2	125.63	156.73	155.61	154.09	150.46	143.79	112.73	88.54	102.78	96.75	50.95	54.64	58.21	61.06
peak317	chr1	31216141	31459929	.	243789	3323.09	3324.67	3276.12	3280.4	3189.2	3245.6	3284.02	3282.35	2451.9	2422.98	2465.41	2447.57	1828.58	1914.46	2043.39	1857.94
peak318	chr1	31460601	32171262	.	710662	10652.52	10533.01	10613.95	10655.38	10542.89	10323.4	10318.24	10700.99	7160.88	6928.3	7168.65	7042.1	5877.48	6095.25	6636.25	6146.01
peak319	chr1	32176468	33188366	.	1011899	14984.24	14995.28	14624.27	14854.16	14914.58	14722.95	15023.37	14973.03	9990.19	9550.24	9953.4	10122	7539.62	7920.11	8590.54	7741.59
peak320	chr1	33190809	33197096	.	6288	62.35	52.52	48.13	46.6	47.05	35.9	45.22	47.4	41.66	41.67	51.39	34.55	19.25	21.85	29.7	20.35
peak321	chr1	33198787	33238358	.	39572	331.37	317.78	332.02	329.57	310.32	316.07	319.18	342.21	301.43	286.47	320.56	290.25	198.14	213.08	210.28	226.16
peak322	chr1	33239502	33242556	.	3055	12.81	27.59	20.39	19.49	20.81	28.02	13.92	18.48	19.61	21.88	17.13	17.28	7.93	7.65	15.44	16.96
peak323	chr1	33242962	33263684	.	20723	185.33	178.03	182.73	175.37	209.9	185.61	180.9	175.12	181.35	178.13	189.65	184.29	157.38	159.54	163.95	143.61
peak324	chr1	33272251	33281706	.	9456	76.01	74.77	84.84	78.79	81.43	72.67	86.1	98	75.97	69.79	62.4	65.65	47.55	52.45	54.65	50.89
peak325	chr1	33299760	33311861	.	12102	140.06	138.86	141.13	145.72	142.04	146.21	163.51	155.04	132.34	139.59	124.8	126.7	139.27	132.22	136.62	141.35
peak326	chr1	33317887	33323563	.	5677	39.29	32.94	42.42	37.28	34.38	41.15	30.44	27.31	14.7	16.67	17.13	19.58	15.85	9.83	17.82	11.31
