peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2
peak394	chr1	37278685	37283761	.	5077	105.38	92.71	88.09	102.51
peak396	chr1	37422104	37425268	.	3165	13.48	18.75	26.92	23.04
peak397	chr1	37506206	37508438	.	2233	25.73	29.17	22.02	29.95
peak398	chr1	37604030	37605835	.	1806	23.28	13.54	20.8	28.79
peak399	chr1	37653036	37654883	.	1848	29.41	22.92	28.14	36.86
peak400	chr1	37729414	37730819	.	1406	2.45	4.17	4.89	4.61
peak401	chr1	37766422	37778520	.	12099	124.98	139.59	143.15	135.91
peak402	chr1	37782502	37793058	.	10557	60.04	60.42	57.51	61.05
peak403	chr1	37835842	37838837	.	2996	6.13	13.54	15.91	9.21
peak404	chr1	37939375	37942648	.	3274	13.48	13.54	15.91	12.67
peak405	chr1	38092895	38097362	.	4468	25.73	34.38	33.04	47.22
peak406	chr1	38299451	38302803	.	3353	39.21	38.54	33.04	47.22
peak407	chr1	38704801	38709013	.	4213	64.94	65.63	64.85	70.26
peak408	chr1	38878583	38882184	.	3602	19.61	16.67	33.04	19.58
peak409	chr1	38919484	38920672	.	1189	11.03	13.54	13.46	10.37
peak410	chr1	38952408	38954988	.	2581	23.28	30.21	12.24	31.1
peak411	chr1	39047871	39051995	.	4125	84.55	81.25	97.88	78.32
peak412	chr1	39058041	39060168	.	2128	14.7	21.88	17.13	14.97
peak413	chr1	39076765	39085250	.	8486	47.79	52.08	67.29	58.74
peak414	chr1	39123267	39126253	.	2987	15.93	22.92	23.25	29.95
peak415	chr1	39130605	39134148	.	3544	19.61	19.79	13.46	17.28
peak416	chr1	39179580	39181395	.	1816	23.28	9.38	13.46	16.13
peak417	chr1	39350393	39353147	.	2755	18.38	16.67	15.91	17.28
peak418	chr1	39494287	39496326	.	2040	6.13	2.08	9.79	4.61
peak419	chr1	39518537	39520734	.	2198	2.45	3.13	8.56	9.21
peak421	chr1	39658304	39660324	.	2021	8.58	5.21	7.34	9.21
peak422	chr1	39722045	39727541	.	5497	71.07	67.71	94.21	78.32
peak423	chr1	39786369	39790734	.	4366	46.56	56.25	36.71	52.98
peak424	chr1	39794935	39802701	.	7767	31.86	38.54	28.14	32.25
peak426	chr1	40142333	40147802	.	5470	72.3	59.38	55.06	69.11
peak427	chr1	40164396	40169105	.	4710	12.25	19.79	17.13	20.73
peak428	chr1	40176764	40178084	.	1321	2.45	9.38	11.01	11.52
peak429	chr1	40195374	40201486	.	6113	79.65	91.67	83.2	89.84
peak430	chr1	40205276	40207265	.	1990	14.7	21.88	13.46	13.82
peak431	chr1	40215429	40217153	.	1725	14.7	8.33	15.91	21.88
peak433	chr1	40307703	40309508	.	1806	23.28	16.67	17.13	14.97
peak435	chr1	40452618	40458091	.	5474	56.37	73.96	56.28	74.87
peak436	chr1	40505424	40510963	.	5540	78.42	53.13	63.62	44.92
peak437	chr1	40515468	40526043	.	10576	67.39	50	58.73	52.98
peak438	chr1	40545080	40555885	.	10806	115.18	115.63	94.21	123.24
peak439	chr1	40566852	40568514	.	1663	9.8	16.67	23.25	12.67
peak440	chr1	40698264	40702370	.	4107	75.97	71.88	67.29	50.68
peak441	chr1	40777858	40779906	.	2049	29.41	16.67	17.13	11.52
peak443	chr1	40931197	40958393	.	27197	169.1	137.5	139.48	183.14
peak444	chr1	40961412	42628761	.	1667350	21656.64	21456.8	21606.28	22194
peak445	chr1	42634254	42656836	.	22583	198.5	193.75	231.25	188.89
peak446	chr1	42805342	42808432	.	3091	15.93	7.29	7.34	10.37
peak448	chr1	42973191	42977725	.	4535	31.86	45.83	33.04	39.16
peak449	chr1	42985106	42987059	.	1954	55.14	57.29	53.84	58.74
peak450	chr1	42993546	42996404	.	2859	11.03	18.75	18.35	23.04
peak451	chr1	43116129	43120351	.	4223	6.13	11.46	15.91	13.82
peak452	chr1	43224055	43232359	.	8305	87	76.04	95.44	97.9
peak453	chr1	43286149	43289293	.	3145	40.44	30.21	26.92	41.46
peak454	chr1	43331792	43335147	.	3356	73.52	81.25	72.19	77.17
peak456	chr1	43418791	43420751	.	1961	15.93	5.21	8.56	11.52
peak458	chr1	43601551	43603624	.	2074	31.86	31.25	25.69	38.01
peak459	chr1	43619828	43622671	.	2844	20.83	22.92	23.25	25.34
peak460	chr1	43626437	43631382	.	4946	55.14	46.88	51.39	49.53
peak461	chr1	43678481	43682281	.	3801	35.53	36.46	44.05	46.07
peak462	chr1	43686940	43689417	.	2478	11.03	10.42	7.34	6.91
peak463	chr1	43699121	43702865	.	3745	14.7	13.54	13.46	20.73
peak464	chr1	43723517	43727644	.	4128	13.48	14.58	13.46	12.67
peak465	chr1	43734888	43738561	.	3674	22.06	11.46	14.68	16.13
peak466	chr1	43848276	43855984	.	7709	74.75	96.88	96.66	85.23
peak467	chr1	43904584	43910352	.	5769	94.35	98.96	91.76	74.87
peak468	chr1	43923351	43928526	.	5176	49.01	50	37.93	50.68
peak469	chr1	43948538	43952014	.	3477	35.53	25	17.13	13.82
peak470	chr1	44048569	44049818	.	1250	9.8	6.25	8.56	9.21
peak471	chr1	44149447	44154005	.	4559	33.08	14.58	29.36	23.04
peak472	chr1	44167773	44172935	.	5163	30.63	25	33.04	21.88
peak473	chr1	44244164	44256831	.	12668	101.7	107.29	88.09	89.84
peak474	chr1	44260776	44413138	.	152363	1643.18	1606.29	1616.28	1606.76
peak475	chr1	44413863	44544904	.	131042	1458.15	1393.79	1404.61	1359.12
peak476	chr1	44547867	44549572	.	1706	20.83	8.33	25.69	21.88
peak477	chr1	44555582	44743701	.	188120	1720.38	1854.21	1842.63	1938.48
peak478	chr1	44746987	44950791	.	203805	2429.85	2321.93	2477.64	2424.54
peak479	chr1	44951724	45310746	.	359023	4931.99	4902.21	4808.46	4920.48
peak480	chr1	45313894	45752655	.	438762	4245.8	4076.15	4404.7	4255.9
peak481	chr1	45786159	45792053	.	5895	99.25	77.09	81.98	74.87
peak482	chr1	45848617	45851801	.	3185	15.93	16.67	13.46	5.76
peak483	chr1	45939690	46423699	.	484010	5741.94	5553.27	5721.22	5849.98
peak484	chr1	46426030	46737604	.	311575	3521.62	3404.25	3457.69	3628.16
peak485	chr1	46738664	46741826	.	3163	9.8	8.33	13.46	16.13
peak486	chr1	46742264	46759489	.	17226	132.34	113.54	130.92	152.04
peak487	chr1	46801328	46805107	.	3780	13.48	13.54	13.46	12.67
peak488	chr1	46913677	46915192	.	1516	11.03	17.71	19.58	11.52
peak489	chr1	46939922	46956706	.	16785	170.32	175	156.61	193.5
peak490	chr1	46973039	46980841	.	7803	94.35	97.92	88.09	74.87
peak491	chr1	46985902	47003496	.	17595	123.76	104.17	115.01	112.88
peak492	chr1	47008738	47017850	.	9113	45.34	38.54	51.39	46.07
peak493	chr1	47020762	48827060	.	1806299	25216.25	25169.4	25147.17	25223.23
peak494	chr1	48827776	48881430	.	53655	786.67	707.31	765.93	799.35
peak495	chr1	48881690	50794900	.	1913211	23788.73	23371.43	23767.03	23956.25
peak496	chr1	50799985	50822818	.	22834	105.38	115.63	121.13	111.72
peak497	chr1	50827073	50835696	.	8624	29.41	37.5	44.05	21.88
peak498	chr1	50844750	50850537	.	5788	18.38	21.88	23.25	20.73
peak499	chr1	50873516	50882856	.	9341	94.35	93.75	92.99	99.05
peak500	chr1	51102588	51104156	.	1569	13.48	14.58	12.24	20.73
peak501	chr1	51176890	51179096	.	2207	20.83	26.04	26.92	20.73
peak502	chr1	51251895	51257403	.	5509	58.82	58.33	68.52	70.26
peak503	chr1	51400426	51401524	.	1099	3.68	5.21	2.45	3.46
peak504	chr1	51431661	51444936	.	13276	128.66	129.17	129.69	145.13
peak505	chr1	51544851	51546471	.	1621	8.58	9.38	24.47	13.82
peak506	chr1	51556046	51562329	.	6284	42.89	56.25	56.28	39.16
peak507	chr1	51651450	51654519	.	3070	22.06	20.83	19.58	36.86
peak508	chr1	51661604	51669779	.	8176	47.79	53.13	70.96	49.53
peak509	chr1	51711426	51717253	.	5828	53.91	55.21	61.18	62.2
peak510	chr1	51721164	51726495	.	5332	24.51	21.88	20.8	31.1
peak511	chr1	51867536	51870251	.	2716	15.93	23.96	29.36	20.73
peak512	chr1	52014398	52018472	.	4075	9.8	19.79	14.68	13.82
peak514	chr1	52072049	52073667	.	1619	20.83	8.33	9.79	13.82
peak516	chr1	52236007	52238238	.	2232	28.18	18.75	9.79	26.49
peak517	chr1	52313140	52321036	.	7897	98.03	95.84	102.78	93.3
peak518	chr1	52368590	52373365	.	4776	18.38	28.13	20.8	33.4
peak519	chr1	52397948	52406608	.	8661	105.38	137.5	122.35	131.31
peak520	chr1	52412021	52418218	.	6198	31.86	33.33	24.47	34.55
peak521	chr1	52449070	52452789	.	3720	13.48	7.29	11.01	16.13
peak522	chr1	52475142	52477382	.	2241	24.51	22.92	28.14	32.25
peak523	chr1	52507360	52509865	.	2506	30.63	33.33	34.26	29.95
peak524	chr1	52543861	52546225	.	2365	61.27	65.63	56.28	63.35
peak526	chr1	52590015	52594118	.	4104	85.77	82.29	68.52	71.41
peak527	chr1	52603896	52605785	.	1890	17.15	12.5	14.68	11.52
peak528	chr1	52612312	52617801	.	5490	112.73	114.59	107.67	104.81
peak529	chr1	52621421	52624146	.	2726	51.46	61.46	58.73	50.68
peak530	chr1	52671448	52672572	.	1125	23.28	12.5	13.46	14.97
peak532	chr1	52695013	52700144	.	5132	45.34	39.58	40.38	56.44
peak533	chr1	52735931	52738397	.	2467	9.8	19.79	14.68	21.88
peak534	chr1	52776110	52780538	.	4429	35.53	27.08	25.69	34.55
peak535	chr1	52879680	52881130	.	1451	12.25	15.63	11.01	10.37
peak536	chr1	52888287	52893799	.	5513	84.55	80.21	66.07	69.11
peak537	chr1	52935293	52946249	.	10957	95.58	88.54	112.56	102.51
peak538	chr1	52976967	52982994	.	6028	82.1	66.67	70.96	101.36
peak539	chr1	52992319	52999676	.	7358	51.46	60.42	41.6	63.35
peak540	chr1	53095081	53097849	.	2769	24.51	23.96	28.14	14.97
peak541	chr1	53113505	53119274	.	5770	40.44	37.5	36.71	28.79
peak542	chr1	53128619	53137600	.	8982	78.42	98.96	117.46	116.33
peak543	chr1	53150401	53155129	.	4729	20.83	18.75	15.91	29.95
peak544	chr1	53172830	53174999	.	2170	4.9	2.08	2.45	3.46
peak545	chr1	53218047	53222987	.	4941	45.34	57.29	44.05	39.16
peak546	chr1	53233514	53243172	.	9659	93.13	84.38	100.33	85.23
peak547	chr1	53263377	53267184	.	3808	47.79	62.5	50.16	55.29
peak548	chr1	53283340	53287294	.	3955	72.3	77.09	57.51	73.72
peak549	chr1	53333006	53334829	.	1824	23.28	16.67	13.46	9.21
peak551	chr1	53370398	53374338	.	3941	28.18	29.17	17.13	33.4
peak552	chr1	53389423	53390585	.	1163	7.35	4.17	7.34	4.61
peak553	chr1	53400666	53402598	.	1933	4.9	4.17	12.24	4.61
peak554	chr1	53458548	53463846	.	5299	36.76	45.83	35.48	50.68
peak555	chr1	53488282	53495330	.	7049	61.27	56.25	72.19	71.41
peak556	chr1	53504431	53508586	.	4156	60.04	62.5	50.16	72.56
peak557	chr1	53512796	53520334	.	7539	73.52	65.63	48.94	71.41
peak558	chr1	53547781	53555215	.	7435	72.3	78.13	69.74	80.63
peak560	chr1	53599383	53605231	.	5849	50.24	38.54	39.15	39.16
peak561	chr1	53607675	53616394	.	8720	41.66	38.54	64.85	36.86
peak562	chr1	53650261	53659175	.	8915	45.34	41.67	48.94	51.83
peak563	chr1	53666078	53670316	.	4239	17.15	28.13	20.8	21.88
peak564	chr1	53672279	53677726	.	5448	40.44	39.58	50.16	48.38
peak565	chr1	53688655	53702182	.	13528	408.04	378.13	396.42	390.46
peak566	chr1	53918641	53921745	.	3105	19.61	20.83	20.8	28.79
peak567	chr1	53954535	53962134	.	7600	101.7	87.5	91.76	79.47
peak568	chr1	54025344	54032264	.	6921	77.2	87.5	58.73	109.42
peak569	chr1	54150257	54154511	.	4255	14.7	13.54	20.8	13.82
peak570	chr1	54244305	54249186	.	4882	63.72	61.46	70.96	63.35
peak571	chr1	54254047	54258643	.	4597	45.34	35.42	41.6	34.55
peak572	chr1	54266143	54271935	.	5793	99.25	90.63	74.64	84.08
peak573	chr1	54291887	54301485	.	9599	77.2	50	66.07	51.83
peak574	chr1	54318323	54328145	.	9823	95.58	101.04	110.12	74.87
peak575	chr1	54338338	54340332	.	1995	7.35	10.42	11.01	11.52
peak576	chr1	54347659	54350653	.	2995	26.96	25	25.69	23.04
peak577	chr1	54387400	54393337	.	5938	78.42	82.29	74.64	71.41
peak578	chr1	54406305	54414038	.	7734	322.26	346.88	341.36	321.35
peak579	chr1	54500580	54504885	.	4306	12.25	14.58	14.68	14.97
peak580	chr1	54513665	54516998	.	3334	11.03	13.54	12.24	10.37
peak581	chr1	54590836	54592002	.	1167	9.8	11.46	9.79	12.67
peak582	chr1	54607899	54610817	.	2919	60.04	72.92	45.27	55.29
peak583	chr1	54712077	54714580	.	2504	11.03	22.92	19.58	14.97
peak584	chr1	54769988	54773507	.	3520	22.06	17.71	20.8	10.37
peak585	chr1	54779164	54784317	.	5154	28.18	30.21	40.38	32.25
peak586	chr1	54889910	54896185	.	6276	52.69	57.29	58.73	70.26
peak587	chr1	55038509	55044720	.	6212	77.2	60.42	68.52	62.2
peak588	chr1	55047552	55052806	.	5255	13.48	21.88	31.81	28.79
peak589	chr1	55123000	55126461	.	3462	30.63	30.21	28.14	20.73
peak590	chr1	55168714	55170173	.	1460	17.15	27.08	26.92	17.28
peak591	chr1	55179923	55181775	.	1853	15.93	28.13	26.92	26.49
peak592	chr1	55296851	55299242	.	2392	18.38	17.71	19.58	19.58
peak593	chr1	55367001	55368964	.	1964	20.83	20.83	18.35	21.88
peak594	chr1	55374238	55379108	.	4871	45.34	27.08	39.15	29.95
peak595	chr1	55385028	55392303	.	7276	49.01	65.63	73.41	63.35
peak596	chr1	55470698	55484650	.	13953	115.18	111.46	97.88	107.12
peak597	chr1	55538146	55540109	.	1964	20.83	15.63	8.56	14.97
peak599	chr1	55657963	55659366	.	1404	3.68	5.21	2.45	3.46
peak600	chr1	55772660	55784231	.	11572	180.12	158.34	155.39	156.64
peak601	chr1	55904434	55907843	.	3410	28.18	32.29	28.14	29.95
peak602	chr1	55923612	55929767	.	6156	64.94	68.75	74.64	66.8
peak603	chr1	55984878	55999949	.	15072	100.48	89.59	118.68	87.54
peak604	chr1	56001558	56009715	.	8158	47.79	46.88	52.61	41.46
peak605	chr1	56011053	56021641	.	10589	84.55	62.5	70.96	59.89
peak606	chr1	56029733	56939208	.	909476	11953.18	12248.23	12371.09	12129.59
peak607	chr1	56996307	57008843	.	12537	45.34	66.67	75.86	67.96
peak608	chr1	57012506	57200079	.	187574	2159.05	2140.68	2232.94	2133.13
peak609	chr1	57216520	57221131	.	4612	36.76	26.04	39.15	36.86
peak610	chr1	57222942	57227423	.	4482	37.99	33.33	34.26	32.25
peak611	chr1	57230340	57241546	.	11207	80.87	68.75	77.08	86.38
peak612	chr1	57254170	57257857	.	3688	39.21	31.25	26.92	28.79
peak613	chr1	57264047	57275090	.	11044	73.52	73.96	72.19	72.56
peak614	chr1	57307751	57319206	.	11456	105.38	110.42	79.53	119.79
peak615	chr1	57456599	57460228	.	3630	33.08	32.29	41.6	36.86
peak616	chr1	57500494	57505876	.	5383	60.04	66.67	62.4	66.8
peak617	chr1	57567511	57570743	.	3233	28.18	28.13	25.69	16.13
peak618	chr1	57584018	57590775	.	6758	98.03	98.96	88.09	92.14
peak619	chr1	57612687	57617167	.	4481	25.73	20.83	22.02	24.19
peak620	chr1	57627371	57638538	.	11168	78.42	48.96	62.4	64.5
peak621	chr1	57654623	57659436	.	4814	28.18	39.58	35.48	31.1
peak622	chr1	57676599	57681731	.	5133	29.41	25	44.05	31.1
peak623	chr1	57721917	57724609	.	2693	25.73	16.67	14.68	14.97
peak624	chr1	57862044	57863523	.	1480	25.73	11.46	17.13	17.28
peak625	chr1	57974011	57976316	.	2306	23.28	25	34.26	36.86
peak626	chr1	58085924	58088712	.	2789	14.7	23.96	20.8	23.04
peak627	chr1	58139059	58140985	.	1927	12.25	11.46	13.46	10.37
peak628	chr1	58316946	58330359	.	13414	193.6	190.63	216.56	180.83
peak629	chr1	58336090	58338968	.	2879	25.73	29.17	31.81	35.71
peak630	chr1	58363503	58368490	.	4988	19.61	21.88	29.36	24.19
peak631	chr1	58504949	58516911	.	11963	442.35	422.93	436.8	382.4
peak633	chr1	58639976	58652511	.	12536	89.45	88.54	80.75	76.02
peak634	chr1	58672630	58674556	.	1927	22.06	11.46	8.56	13.82
peak635	chr1	58687096	58688698	.	1603	19.61	10.42	12.24	16.13
peak636	chr1	58749782	58751992	.	2211	39.21	41.67	29.36	42.62
peak638	chr1	58811118	58820962	.	9845	167.87	170.84	190.87	198.11
peak639	chr1	58835990	58840806	.	4817	42.89	37.5	40.38	34.55
peak640	chr1	58862577	58874165	.	11589	109.06	102.09	86.87	88.69
peak641	chr1	58879743	58887162	.	7420	29.41	32.29	29.36	26.49
peak642	chr1	58929355	58935197	.	5843	58.82	61.46	52.61	77.17
peak643	chr1	58938290	58944522	.	6233	69.84	63.54	64.85	56.44
peak644	chr1	59025495	59032918	.	7424	62.49	70.84	63.62	70.26
peak645	chr1	59087349	59091057	.	3709	11.03	17.71	14.68	23.04
peak648	chr1	59345136	59349794	.	4659	73.52	76.04	96.66	79.47
peak649	chr1	59559155	59560606	.	1452	12.25	19.79	14.68	11.52
peak650	chr1	59816399	59817903	.	1505	12.25	17.71	9.79	12.67
peak651	chr1	59954291	59956511	.	2221	23.28	19.79	20.8	27.64
peak652	chr1	60045998	60048526	.	2529	18.38	18.75	14.68	13.82
peak653	chr1	60055544	60062748	.	7205	24.51	33.33	37.93	39.16
peak654	chr1	60069390	60075518	.	6129	56.37	41.67	41.6	47.22
peak655	chr1	60118308	60119391	.	1084	12.25	3.13	1.22	5.76
peak657	chr1	60306533	60308826	.	2294	56.37	58.33	62.4	49.53
peak658	chr1	60320150	60326546	.	6397	90.68	83.34	90.54	72.56
peak659	chr1	60347523	60351262	.	3740	55.14	51.04	69.74	81.78
peak660	chr1	60398136	60402644	.	4509	26.96	28.13	29.36	29.95
peak661	chr1	60545040	60550398	.	5359	49.01	37.5	34.26	38.01
peak662	chr1	60555355	60560396	.	5042	19.61	25	26.92	16.13
peak663	chr1	60630701	60636439	.	5739	73.52	56.25	47.72	65.65
peak664	chr1	60675911	60679256	.	3346	88.22	76.04	77.08	55.29
peak665	chr1	60686981	60693916	.	6936	71.07	81.25	75.86	63.35
peak667	chr1	60724640	60731981	.	7342	136.01	129.17	128.47	154.34
peak668	chr1	60783621	60791641	.	8021	82.1	84.38	66.07	63.35
peak670	chr1	60961934	60966563	.	4630	20.83	22.92	23.25	23.04
peak671	chr1	61209627	61215779	.	6153	93.13	81.25	88.09	67.96
peak672	chr1	61345359	61347139	.	1781	6.13	5.21	2.45	9.21
peak673	chr1	61362195	61371345	.	9151	78.42	82.29	84.42	97.9
peak674	chr1	61445431	61453581	.	8151	61.27	46.88	55.06	61.05
peak675	chr1	61486832	61523008	.	36177	276.93	261.47	271.62	277.58
peak676	chr1	61565185	61572881	.	7697	50.24	51.04	53.84	54.13
peak677	chr1	61582516	61588738	.	6223	69.84	54.17	57.51	56.44
peak678	chr1	61601668	61607791	.	6124	22.06	15.63	15.91	17.28
peak679	chr1	61670944	61678610	.	7667	68.62	70.84	70.96	79.47
peak680	chr1	61891847	61895322	.	3476	28.18	41.67	33.04	21.88
peak681	chr1	61947013	61949884	.	2872	14.7	17.71	8.56	10.37
peak682	chr1	62065803	62068378	.	2576	6.13	13.54	17.13	14.97
peak683	chr1	62100042	62106416	.	6375	74.75	55.21	52.61	55.29
peak684	chr1	62219588	62228242	.	8655	127.44	95.84	111.34	85.23
peak685	chr1	62291468	62302761	.	11294	110.28	105.21	97.88	120.94
peak686	chr1	62316948	62332712	.	15765	123.76	117.71	127.25	105.97
peak688	chr1	62468047	62471581	.	3535	13.48	16.67	23.25	14.97
peak689	chr1	62534174	62543368	.	9195	182.58	175	184.75	157.8
peak690	chr1	62670024	62678436	.	8413	85.77	95.84	108.89	97.9
peak691	chr1	62818390	62820928	.	2539	17.15	15.63	13.46	13.82
peak693	chr1	62863258	62872420	.	9163	95.58	73.96	88.09	93.3
peak694	chr1	62888994	62897612	.	8619	367.6	371.88	360.94	332.87
peak695	chr1	63013893	63019483	.	5591	42.89	51.04	58.73	52.98
peak696	chr1	63069131	63072034	.	2904	56.37	39.58	42.82	58.74
peak697	chr1	63138874	63140639	.	1766	6.13	9.38	7.34	6.91
peak698	chr1	63230169	63232034	.	1866	20.83	23.96	17.13	21.88
peak699	chr1	63319334	63335914	.	16581	87	91.67	105.22	89.84
peak700	chr1	63343076	63349298	.	6223	29.41	19.79	33.04	28.79
peak701	chr1	63363565	63366811	.	3247	12.25	18.75	23.25	13.82
peak702	chr1	63394784	63403713	.	8930	63.72	61.46	69.74	72.56
peak703	chr1	63452797	63455898	.	3102	23.28	20.83	18.35	27.64
peak704	chr1	63462493	63473624	.	11132	90.68	93.75	77.08	70.26
peak705	chr1	63475861	63491481	.	15621	126.21	108.34	97.88	115.18
peak706	chr1	63496772	63513156	.	16385	143.36	135.42	138.26	127.85
peak707	chr1	63515505	63519893	.	4389	34.31	34.38	42.82	48.38
peak708	chr1	63528360	63533831	.	5472	23.28	19.79	30.59	31.1
peak709	chr1	63538598	63548948	.	10351	72.3	71.88	70.96	85.23
peak710	chr1	63690770	63694862	.	4093	42.89	31.25	30.59	23.04
peak711	chr1	63781560	63783230	.	1671	19.61	19.79	18.35	13.82
peak712	chr1	63797843	63803744	.	5902	78.42	70.84	83.2	87.54
peak713	chr1	63830214	63842276	.	12063	110.28	127.09	108.89	117.48
peak714	chr1	63859168	63865196	.	6029	84.55	97.92	81.98	78.32
peak715	chr1	63885849	63893293	.	7445	78.42	83.34	89.32	77.17
peak716	chr1	64012673	64015748	.	3076	35.53	29.17	39.15	23.04
peak717	chr1	64150641	64154160	.	3520	46.56	38.54	45.27	39.16
peak718	chr1	64159969	64161904	.	1936	15.93	18.75	13.46	23.04
peak719	chr1	64178207	64185676	.	7470	121.31	143.75	126.02	108.27
peak720	chr1	64204111	64206852	.	2742	6.13	13.54	9.79	10.37
peak721	chr1	64260065	64270685	.	10621	66.17	84.38	67.29	79.47
peak722	chr1	64314591	64315634	.	1044	8.58	12.5	9.79	10.37
peak723	chr1	64326544	64328309	.	1766	14.7	18.75	4.89	6.91
peak724	chr1	64369442	64373028	.	3587	88.22	100	94.21	104.81
peak725	chr1	64383053	64390207	.	7155	117.63	132.3	115.01	120.94
peak726	chr1	64448147	64452299	.	4153	14.7	18.75	11.01	14.97
peak728	chr1	64477566	64480096	.	2531	12.25	18.75	20.8	21.88
peak729	chr1	64489389	64490624	.	1236	15.93	20.83	17.13	16.13
peak731	chr1	64582806	64587280	.	4475	57.59	41.67	41.6	47.22
peak733	chr1	64943381	64944777	.	1397	15.93	6.25	9.79	14.97
peak734	chr1	64960199	64967291	.	7093	150.72	154.17	139.48	141.67
peak735	chr1	65125214	65128013	.	2800	24.51	25	39.15	34.55
peak736	chr1	65141759	65144402	.	2644	26.96	17.71	11.01	17.28
peak737	chr1	65207578	65211670	.	4093	20.83	34.38	30.59	26.49
peak738	chr1	65347561	65383257	.	35697	209.53	206.26	247.15	253.4
peak739	chr1	65391013	66095300	.	704288	8986.64	8963.77	9213.16	9296.16
peak742	chr1	66268330	66279602	.	11273	83.32	78.13	105.22	92.14
peak744	chr1	66409075	66413878	.	4804	23.28	19.79	24.47	23.04
peak745	chr1	66493646	66499032	.	5387	31.86	26.04	24.47	17.28
peak746	chr1	66515011	66521014	.	6004	93.13	75	75.86	78.32
peak747	chr1	66533325	66549367	.	16043	102.93	119.79	127.25	120.94
peak748	chr1	66573193	66585425	.	12233	123.76	114.59	127.25	124.39
peak749	chr1	66660152	66665164	.	5013	36.76	37.5	37.93	31.1
peak752	chr1	66855488	66860409	.	4922	52.69	38.54	44.05	39.16
peak753	chr1	66873246	66880443	.	7198	22.06	27.08	25.69	24.19
peak754	chr1	66908773	66914500	.	5728	36.76	39.58	41.6	49.53
peak755	chr1	66954972	66959461	.	4490	52.69	43.75	53.84	51.83
peak756	chr1	66966214	66969180	.	2967	26.96	29.17	29.36	26.49
peak757	chr1	66972832	66975112	.	2281	31.86	28.13	26.92	36.86
peak758	chr1	67106003	67109669	.	3667	41.66	35.42	24.47	33.4
peak759	chr1	67199708	67539117	.	339410	3696.85	3715.72	3876.14	3758.32
peak760	chr1	67539905	68931307	.	1391403	22972.66	22619.33	22645.05	22681.21
peak761	chr1	68932713	68985210	.	52498	400.69	380.22	455.15	428.47
peak762	chr1	68987849	69027692	.	39844	291.63	295.84	313.22	342.08
peak763	chr1	69030584	69047052	.	16469	101.7	101.04	97.88	103.66
peak764	chr1	69051454	69077616	.	26163	153.17	140.63	156.61	134.76
