peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8
peak269	chr1	23403871	23408086	.	4216	27.33	25.81	20.39	21.18	20.81	20.14	19.13	19.28
peak270	chr1	23423575	23427046	.	3472	42.7	46.29	40.79	33.89	37.09	41.15	48.7	44.99
peak271	chr1	23434934	23441777	.	6844	71.74	68.54	66.89	77.1	73.28	70.04	70.45	65.87
peak272	chr1	23448136	23458862	.	10727	106.76	134.41	119.1	114.37	114	87.55	126.98	99.61
peak273	chr1	23464667	23473991	.	9325	65.76	54.3	68.52	63.54	46.14	51.66	61.75	55.43
peak274	chr1	23492614	23494805	.	2192	11.1	18.69	17.95	16.1	10.86	16.64	14.79	11.25
peak275	chr1	23501088	23504740	.	3653	29.04	49.85	31.81	30.5	27.14	39.4	29.57	37.76
peak276	chr1	23508997	23513179	.	4183	26.48	20.47	26.1	22.03	34.38	15.76	26.96	20.08
peak277	chr1	23518987	23555793	.	36807	303.19	306.21	344.25	347.36	315.75	304.69	329.62	303.65
peak278	chr1	23557180	23745909	.	188730	2212.83	2200.42	2178.92	2149.38	2155.08	2021.6	2156.88	2088.62
peak279	chr1	23778797	23788824	.	10028	82.84	84.56	86.47	94.89	108.57	83.18	93.06	74.71
peak280	chr1	23811432	23815722	.	4291	47.83	56.08	50.58	53.37	47.95	62.16	49.57	49
peak281	chr1	23885393	23891089	.	5697	69.18	63.2	75.87	73.71	66.05	93.68	75.66	66.68
peak282	chr1	23923697	23928463	.	4767	46.12	56.08	54.66	39.82	40.71	56.03	54.79	49.81
peak283	chr1	23936195	23941567	.	5373	53.8	52.52	56.29	36.43	52.47	49.91	53.92	53.02
peak284	chr1	23989647	23991176	.	1530	15.37	19.58	17.95	17.79	9.95	14.01	15.65	15.26
peak285	chr1	24075138	24081493	.	6356	80.28	74.77	72.6	67.78	80.52	76.17	79.14	78.73
peak286	chr1	24146174	24157922	.	11749	150.31	135.3	145.21	151.65	137.52	121.7	135.67	155.84
peak287	chr1	24159966	24167493	.	7528	49.53	49.85	39.16	49.99	38	45.53	40.01	40.17
peak288	chr1	24175886	24246891	.	71006	639.68	630.22	585.72	613.38	626.98	610.25	610.54	626.59
peak289	chr1	24250541	24571837	.	321297	3811.61	3883.68	3652.19	3911.58	3617.14	3545.03	3644.08	3626.98
peak291	chr1	24616389	24621448	.	5060	46.12	48.07	42.42	23.72	34.38	51.66	29.57	44.99
peak292	chr1	24638640	24661373	.	22734	205.83	196.72	208.84	199.09	205.38	175.98	200.03	200.83
peak293	chr1	24715383	24717367	.	1985	11.1	6.23	3.26	5.93	7.24	8.76	6.96	6.43
peak294	chr1	24721850	24728465	.	6616	86.26	88.12	87.29	94.04	90.47	77.92	78.27	71.5
peak295	chr1	24778323	25824060	.	1045738	20111.93	19952.46	20140.49	20281.4	20467.85	21206.27	21080.89	21077.43
peak296	chr1	25832758	25859293	.	26536	413.36	394.33	368.73	391.41	371.85	382.61	403.55	409.69
peak297	chr1	25859973	26686281	.	826309	16746.13	16432.85	16848.87	16975.58	17598.93	17765.43	17657.72	17885.85
peak298	chr1	26687877	30584978	.	3897102	79407.49	78194.25	77952.32	79825.14	82533.68	82888.4	82557.19	83989.2
peak299	chr1	30589234	30698553	.	109320	1679.05	1709.07	1782.45	1673.24	1662.91	1704.66	1798.56	1695.8
peak300	chr1	30702348	30754037	.	51690	655.91	692.53	596.33	639.64	636.93	631.26	700.12	649.08
peak301	chr1	30757042	30767258	.	10217	104.19	110.38	110.13	96.58	95	98.06	94.8	102.02
peak302	chr1	30853671	30859781	.	6111	71.74	55.19	62.81	73.71	49.76	70.92	59.14	60.25
peak303	chr1	30892403	30897597	.	5195	37.58	35.61	38.34	29.65	38.9	30.64	36.53	33.74
peak304	chr1	30918059	30923430	.	5372	27.33	27.59	24.47	28.81	28.95	40.27	27.83	28.12
peak305	chr1	30958913	30964585	.	5673	62.35	70.32	60.37	72.86	49.76	52.53	51.31	77.92
peak306	chr1	30966163	30974070	.	7908	73.45	85.45	66.08	57.61	64.24	66.54	64.36	69.09
peak307	chr1	30987387	30990844	.	3458	20.5	18.69	18.76	13.56	20.81	28.89	19.13	17.67
peak308	chr1	31002449	31010667	.	8219	71.74	77.44	57.92	55.07	66.95	60.41	61.75	52.22
peak309	chr1	31020164	31033458	.	13295	73.45	79.22	63.63	61	60.62	49.91	56.53	70.69
peak310	chr1	31034107	31041336	.	7230	61.49	46.29	47.31	49.14	47.05	56.03	48.7	49
peak311	chr1	31051655	31099090	.	47436	411.65	407.68	400.54	364.3	376.37	357.22	378.32	357.48
peak312	chr1	31099652	31115097	.	15446	98.22	112.16	122.37	110.14	109.47	119.07	125.24	107.64
peak313	chr1	31121110	31129485	.	8376	46.97	53.41	44.05	44.06	46.14	35.9	43.49	32.94
peak315	chr1	31163172	31172708	.	9537	52.95	68.54	70.97	42.36	46.14	66.54	45.22	39.36
peak316	chr1	31178964	31203023	.	24060	144.33	144.2	125.63	156.73	155.61	154.09	150.46	143.79
peak317	chr1	31216141	31459929	.	243789	3323.09	3324.67	3276.12	3280.4	3189.2	3245.6	3284.02	3282.35
peak318	chr1	31460601	32171262	.	710662	10652.52	10533.01	10613.95	10655.38	10542.89	10323.4	10318.24	10700.99
peak319	chr1	32176468	33188366	.	1011899	14984.24	14995.28	14624.27	14854.16	14914.58	14722.95	15023.37	14973.03
peak320	chr1	33190809	33197096	.	6288	62.35	52.52	48.13	46.6	47.05	35.9	45.22	47.4
peak321	chr1	33198787	33238358	.	39572	331.37	317.78	332.02	329.57	310.32	316.07	319.18	342.21
peak322	chr1	33239502	33242556	.	3055	12.81	27.59	20.39	19.49	20.81	28.02	13.92	18.48
peak323	chr1	33242962	33263684	.	20723	185.33	178.03	182.73	175.37	209.9	185.61	180.9	175.12
peak324	chr1	33272251	33281706	.	9456	76.01	74.77	84.84	78.79	81.43	72.67	86.1	98
peak325	chr1	33299760	33311861	.	12102	140.06	138.86	141.13	145.72	142.04	146.21	163.51	155.04
peak326	chr1	33317887	33323563	.	5677	39.29	32.94	42.42	37.28	34.38	41.15	30.44	27.31
peak327	chr1	33339375	33347262	.	7888	55.51	81.89	63.63	85.57	76.9	66.54	73.93	81.94
peak328	chr1	33405880	33418905	.	13026	151.17	154.88	142.76	151.65	144.76	157.6	133.07	154.24
peak329	chr1	33429781	33434515	.	4735	37.58	52.52	43.24	46.6	52.47	42.03	45.22	47.4
peak330	chr1	33439570	33445006	.	5437	40.99	42.73	50.58	44.9	40.71	42.9	42.62	47.4
peak331	chr1	33477533	33479905	.	2373	35.87	48.07	40.79	38.97	48.86	39.4	42.62	32.94
peak332	chr1	33536093	33540038	.	3946	28.18	40.06	49.76	44.9	39.81	52.53	49.57	48.2
peak333	chr1	33549277	33550869	.	1593	29.89	22.25	22.84	22.87	14.48	23.64	18.26	20.89
peak335	chr1	33597489	33599947	.	2459	21.35	31.15	17.95	28.81	27.14	24.51	35.66	14.46
peak336	chr1	33678668	33680891	.	2224	29.89	19.58	24.47	28.81	26.24	19.26	22.61	30.53
peak337	chr1	33823524	33831629	.	8106	105.05	110.38	114.21	84.72	97.71	91.93	98.28	93.99
peak339	chr1	34078473	34086009	.	7537	45.26	48.07	43.24	49.14	47.05	63.04	48.7	53.82
peak340	chr1	34340790	34344391	.	3602	47.83	40.06	44.05	49.99	41.62	50.78	40.01	28.12
peak341	chr1	34347882	34351204	.	3323	32.45	36.5	44.05	48.29	37.09	48.15	45.22	32.13
peak342	chr1	34418320	34433593	.	15274	153.73	156.66	180.28	177.91	218.95	207.5	215.69	175.12
peak343	chr1	34449712	34451492	.	1781	17.08	20.47	30.18	20.33	31.67	28.02	22.61	21.69
peak344	chr1	34547597	34550254	.	2658	30.75	48.96	31	38.12	40.71	35.02	45.22	39.36
peak345	chr1	34564978	34568266	.	3289	76.86	65.87	80.76	81.33	92.28	99.81	93.93	79.53
peak346	chr1	34602763	34605591	.	2829	32.45	23.14	26.92	14.4	22.62	30.64	24.35	27.31
peak347	chr1	34644939	34653703	.	8765	62.35	66.76	67.71	57.61	59.71	73.54	71.32	71.5
peak348	chr1	34734795	34738185	.	3391	23.91	24.92	25.29	28.81	25.33	32.39	33.92	24.9
peak349	chr1	34775885	34778060	.	2176	47.83	37.39	53.84	55.92	42.52	40.27	46.96	48.2
peak350	chr1	34867339	34875604	.	8266	26.48	23.14	22.84	28.81	19.9	26.27	25.22	32.13
peak351	chr1	34880607	34888593	.	7987	84.55	94.35	115.02	85.57	114.9	111.19	109.58	98
peak352	chr1	34913918	34920037	.	6120	91.38	68.54	79.95	95.73	85.95	82.3	80.88	82.74
peak353	chr1	34928120	34933037	.	4918	32.45	37.39	35.08	38.97	31.67	24.51	33.05	29.72
peak354	chr1	34944288	34952726	.	8439	62.35	82.78	71.79	66.08	58.81	63.04	72.19	61.86
peak355	chr1	34957263	34965106	.	7844	56.37	53.41	52.21	45.75	46.14	56.91	51.31	53.82
peak356	chr1	34974257	34983104	.	8848	71.74	90.79	80.76	83.87	85.05	78.8	73.06	73.91
peak357	chr1	34999960	35251729	.	251770	2215.4	2193.3	2155.26	2150.22	2174.08	2284.26	2225.59	2295.08
peak359	chr1	35256126	35330458	.	74333	409.94	426.38	435.62	430.38	427.04	414.13	444.42	449.05
peak360	chr1	35333870	35337422	.	3553	8.54	9.79	4.89	6.78	10.86	6.13	5.22	5.62
peak361	chr1	35356425	35360148	.	3724	6.83	8.01	7.34	3.39	9.05	11.38	7.83	5.62
peak363	chr1	35405664	35416062	.	10399	87.97	72.1	76.68	63.54	72.38	99.81	87.84	80.33
peak364	chr1	35430057	35432476	.	2420	52.1	45.4	44.87	33.89	38.9	43.78	52.18	42.58
peak365	chr1	35470390	35478321	.	7932	103.34	96.13	116.65	119.46	123.95	131.33	132.2	129.33
peak366	chr1	35485390	35494207	.	8818	77.72	87.23	78.31	64.39	81.43	84.93	73.93	86.76
peak367	chr1	35561700	35566802	.	5103	67.47	78.33	103.6	61	92.28	99.81	89.58	114.07
peak368	chr1	35599199	35601351	.	2153	35.87	48.96	37.53	37.28	37.09	39.4	23.48	40.97
peak369	chr1	35732395	35733955	.	1561	11.96	21.36	5.71	10.17	11.76	8.76	13.92	8.03
peak370	chr1	35788580	35795866	.	7287	110.17	86.34	84.02	98.28	107.66	92.81	86.1	89.17
peak371	chr1	35801067	35803365	.	2299	29.04	35.61	28.55	30.5	29.86	37.65	33.92	32.94
peak372	chr1	35867561	35872048	.	4488	12.81	15.13	17.13	15.25	17.19	11.38	15.65	12.85
peak373	chr1	35893509	35899417	.	5909	70.89	89.9	88.1	77.94	94.09	82.3	90.45	97.2
peak374	chr1	35906799	35908430	.	1632	20.5	27.59	26.1	25.42	33.48	20.14	28.7	28.12
peak375	chr1	35913050	35915539	.	2490	15.37	19.58	11.42	12.71	25.33	19.26	22.61	13.66
peak376	chr1	35950029	35951103	.	1075	19.64	10.68	18.76	15.25	19.9	24.51	11.31	24.9
peak377	chr1	35989303	35992332	.	3030	57.22	61.42	48.95	53.37	46.14	43.78	39.14	42.58
peak378	chr1	36000838	36002609	.	1772	28.18	25.81	22.84	28.81	34.38	42.03	27.83	24.9
peak380	chr1	36031440	36047691	.	16252	189.6	187.82	174.57	183.84	211.71	216.26	224.39	235.37
peak381	chr1	36253063	36258525	.	5463	7.69	6.23	7.34	6.78	8.14	15.76	8.7	8.03
peak383	chr1	36277112	36286715	.	9604	11.1	22.25	26.1	15.25	25.33	27.14	23.48	18.48
peak384	chr1	36748373	36751771	.	3399	11.96	13.35	22.03	23.72	19.9	20.14	21.74	20.08
peak386	chr1	36951363	36957389	.	6027	74.3	72.99	55.47	72.86	81.43	74.42	78.27	74.71
peak387	chr1	36972417	36975959	.	3543	47.83	60.53	64.45	41.51	53.38	52.53	53.92	55.43
peak388	chr1	37046590	37048684	.	2095	17.08	22.25	19.58	23.72	24.43	32.39	33.05	25.71
peak389	chr1	37146379	37149439	.	3061	22.21	19.58	24.47	27.96	23.52	28.02	25.22	28.92
peak390	chr1	37159381	37165143	.	5763	133.23	128.18	132.15	122.85	161.04	173.36	180.03	149.42
peak391	chr1	37208072	37209940	.	1869	19.64	16.91	22.03	21.18	20.81	19.26	25.22	16.87
peak392	chr1	37228108	37230485	.	2378	37.58	35.61	39.97	33.89	29.86	32.39	39.14	37.76
peak393	chr1	37257245	37258257	.	1013	10.25	7.12	4.89	18.64	9.95	14.01	8.7	15.26
peak394	chr1	37278685	37283761	.	5077	84.55	78.33	87.29	65.24	90.47	70.92	73.93	93.99
peak396	chr1	37422104	37425268	.	3165	29.04	38.28	38.34	27.96	29.86	36.77	26.96	33.74
peak397	chr1	37506206	37508438	.	2233	33.31	42.73	39.16	39.82	29.86	34.15	43.49	35.35
peak398	chr1	37604030	37605835	.	1806	10.25	21.36	17.13	20.33	17.19	21.89	20.87	15.26
peak399	chr1	37653036	37654883	.	1848	11.96	25.81	22.84	26.26	27.14	21.89	22.61	26.51
peak400	chr1	37729414	37730819	.	1406	17.93	14.24	13.05	12.71	26.24	19.26	11.31	14.46
peak401	chr1	37766422	37778520	.	12099	133.23	129.96	130.52	99.12	123.95	126.95	137.41	138.17
peak402	chr1	37782502	37793058	.	10557	86.26	85.45	93.81	81.33	97.71	104.19	100.02	102.82
peak403	chr1	37835842	37838837	.	2996	13.66	24.03	17.13	21.18	22.62	17.51	22.61	16.87
peak404	chr1	37939375	37942648	.	3274	29.04	26.7	35.08	23.72	24.43	26.27	20.87	24.1
peak405	chr1	38092895	38097362	.	4468	23.06	25.81	26.1	27.96	20.81	30.64	21.74	20.08
peak406	chr1	38299451	38302803	.	3353	42.7	48.96	33.45	40.67	44.33	35.02	34.79	45.79
peak407	chr1	38704801	38709013	.	4213	56.37	46.29	52.21	42.36	44.33	42.9	46.09	44.18
peak408	chr1	38878583	38882184	.	3602	22.21	28.48	28.55	17.79	26.24	34.15	20.87	19.28
peak409	chr1	38919484	38920672	.	1189	17.08	10.68	16.32	12.71	19.9	15.76	18.26	17.67
peak410	chr1	38952408	38954988	.	2581	23.91	31.15	33.45	35.58	33.48	32.39	36.53	31.33
peak411	chr1	39047871	39051995	.	4125	105.05	115.72	124.81	116.07	139.33	168.1	141.76	163.07
peak412	chr1	39058041	39060168	.	2128	25.62	33.83	24.47	28.81	20.81	21.89	17.39	22.49
peak413	chr1	39076765	39085250	.	8486	51.24	57.86	67.71	74.55	71.47	70.04	70.45	68.28
peak414	chr1	39123267	39126253	.	2987	36.72	33.83	44.87	40.67	56.09	34.15	39.14	46.59
peak415	chr1	39130605	39134148	.	3544	37.58	48.07	46.5	32.19	47.05	44.65	45.22	48.2
peak416	chr1	39179580	39181395	.	1816	17.93	26.7	20.39	35.58	28.05	27.14	32.18	31.33
peak417	chr1	39350393	39353147	.	2755	29.04	22.25	17.95	27.11	29.86	29.77	27.83	31.33
peak418	chr1	39494287	39496326	.	2040	19.64	15.13	25.29	33.04	30.76	28.02	19.13	19.28
peak419	chr1	39518537	39520734	.	2198	8.54	12.46	7.34	11.86	15.38	11.38	9.57	11.25
peak421	chr1	39658304	39660324	.	2021	23.06	29.37	35.89	26.26	28.95	24.51	33.05	26.51
peak422	chr1	39722045	39727541	.	5497	67.47	71.21	60.37	73.71	73.28	70.92	69.58	78.73
peak423	chr1	39786369	39790734	.	4366	32.45	51.63	42.42	38.97	47.95	48.15	46.09	57.84
peak424	chr1	39794935	39802701	.	7767	67.47	62.31	62	62.69	80.52	97.18	77.4	71.5
peak426	chr1	40142333	40147802	.	5470	80.28	49.85	62.81	72.01	69.66	64.79	74.8	72.3
peak427	chr1	40164396	40169105	.	4710	49.53	46.29	45.68	48.29	49.76	47.28	53.05	53.82
peak428	chr1	40176764	40178084	.	1321	21.35	26.7	26.92	22.87	28.95	28.02	20.87	34.54
peak429	chr1	40195374	40201486	.	6113	90.53	80.11	79.95	67.78	67.86	70.04	78.27	81.14
peak430	chr1	40205276	40207265	.	1990	37.58	43.62	38.34	39.82	42.52	38.52	57.4	40.17
peak431	chr1	40215429	40217153	.	1725	28.18	25.81	31	27.11	31.67	22.76	33.92	31.33
peak433	chr1	40307703	40309508	.	1806	12.81	15.13	13.05	11.86	18.09	15.76	15.65	12.05
peak435	chr1	40452618	40458091	.	5474	61.49	72.1	61.18	58.46	66.05	56.91	66.1	64.27
peak436	chr1	40505424	40510963	.	5540	43.56	56.97	59.55	69.47	54.28	63.91	65.23	54.63
peak437	chr1	40515468	40526043	.	10576	41.85	49.85	34.26	54.22	65.14	45.53	50.44	57.84
peak438	chr1	40545080	40555885	.	10806	45.26	51.63	57.92	46.6	38.9	48.15	58.27	53.02
peak439	chr1	40566852	40568514	.	1663	19.64	15.13	16.32	17.79	25.33	13.13	12.18	19.28
peak440	chr1	40698264	40702370	.	4107	58.93	49.85	59.55	55.92	64.24	63.91	55.66	57.04
peak441	chr1	40777858	40779906	.	2049	37.58	31.15	38.34	42.36	25.33	27.14	31.31	33.74
peak443	chr1	40931197	40958393	.	27197	171.66	227.88	181.1	195.71	182.76	174.23	174.81	184.76
peak444	chr1	40961412	42628761	.	1667350	25299.41	25537.19	25385.88	25556.14	25924.32	26025.2	26240.01	26086.11
peak445	chr1	42634254	42656836	.	22583	136.65	137.97	151.73	113.53	133	123.45	146.98	131.74
peak446	chr1	42805342	42808432	.	3091	15.37	21.36	24.47	12.71	21.71	23.64	22.61	27.31
peak448	chr1	42973191	42977725	.	4535	38.43	49.85	49.76	48.29	42.52	37.65	40.88	50.61
peak449	chr1	42985106	42987059	.	1954	39.29	30.26	33.45	33.04	32.57	32.39	37.4	28.92
peak450	chr1	42993546	42996404	.	2859	31.6	26.7	28.55	24.57	28.05	27.14	22.61	22.49
peak451	chr1	43116129	43120351	.	4223	18.79	16.02	17.95	21.18	16.29	16.64	19.13	18.48
peak452	chr1	43224055	43232359	.	8305	83.7	82.78	98.71	83.87	90.47	93.68	86.1	79.53
peak453	chr1	43286149	43289293	.	3145	30.75	40.06	43.24	31.35	27.14	32.39	30.44	35.35
peak454	chr1	43331792	43335147	.	3356	64.91	59.64	56.29	66.93	75.09	70.04	60.01	84.35
peak456	chr1	43418791	43420751	.	1961	27.33	26.7	28.55	26.26	36.19	35.9	26.09	34.54
peak458	chr1	43601551	43603624	.	2074	19.64	26.7	17.13	16.94	18.09	18.39	10.44	12.05
peak459	chr1	43619828	43622671	.	2844	26.48	21.36	22.03	12.71	14.48	24.51	15.65	25.71
peak460	chr1	43626437	43631382	.	4946	58.93	48.07	64.45	52.53	58.81	57.79	57.4	49
peak461	chr1	43678481	43682281	.	3801	82.84	79.22	91.37	74.55	102.24	96.31	109.58	79.53
peak462	chr1	43686940	43689417	.	2478	35.02	38.28	33.45	37.28	43.43	35.02	34.79	37.76
peak463	chr1	43699121	43702865	.	3745	30.75	24.92	28.55	31.35	18.09	28.02	29.57	30.53
peak464	chr1	43723517	43727644	.	4128	69.18	70.32	62.81	61.85	60.62	55.16	66.1	73.91
peak465	chr1	43734888	43738561	.	3674	18.79	22.25	16.32	17.79	11.76	20.14	17.39	18.48
peak466	chr1	43848276	43855984	.	7709	74.3	95.24	84.02	91.5	96.81	91.06	96.54	77.92
peak467	chr1	43904584	43910352	.	5769	59.78	72.99	75.87	85.57	76.9	79.67	86.1	82.74
peak468	chr1	43923351	43928526	.	5176	58.08	49.85	70.16	72.86	53.38	72.67	64.36	65.07
peak469	chr1	43948538	43952014	.	3477	8.54	10.68	10.6	12.71	10.86	15.76	11.31	16.87
peak470	chr1	44048569	44049818	.	1250	22.21	11.57	13.87	18.64	8.14	17.51	13.05	13.66
peak471	chr1	44149447	44154005	.	4559	28.18	19.58	26.92	16.1	19.9	21.01	17.39	28.12
peak472	chr1	44167773	44172935	.	5163	28.18	24.03	28.55	27.11	24.43	26.27	28.7	17.67
peak473	chr1	44244164	44256831	.	12668	120.42	134.41	128.89	116.92	114	122.57	123.5	114.07
peak474	chr1	44260776	44413138	.	152363	2011.28	2057.11	2009.24	2072.28	2094.46	2032.99	2026.42	2123.17
peak475	chr1	44413863	44544904	.	131042	1755.06	1751.79	1722.9	1712.22	1643.91	1703.79	1791.6	1772.92
peak476	chr1	44547867	44549572	.	1706	16.23	5.34	11.42	8.47	9.95	13.13	6.96	5.62
peak477	chr1	44555582	44743701	.	188120	2391.33	2347.3	2320.86	2341.69	2279.03	2358.68	2384.74	2262.14
peak478	chr1	44746987	44950791	.	203805	3487.92	3348.7	3369.12	3443.07	3447.05	3315.64	3337.95	3363.49
peak479	chr1	44951724	45310746	.	359023	6030.42	6071.64	6011.39	5922.01	6005.64	6115.59	6174.07	6174.29
peak480	chr1	45313894	45752655	.	438762	6605.19	6546.97	6531.04	6480.32	6383.82	6607.64	6485.43	6585.59
peak481	chr1	45786159	45792053	.	5895	76.86	78.33	82.39	83.03	79.62	65.66	97.41	79.53
peak482	chr1	45848617	45851801	.	3185	34.16	33.83	27.74	23.72	14.48	24.51	23.48	29.72
peak483	chr1	45939690	46423699	.	484010	6647.89	6602.16	6692.56	6643.83	6536.72	6685.56	6959.42	6804.1
peak484	chr1	46426030	46737604	.	311575	4634.91	4454.25	4537.3	4562.24	4663.92	4730.5	4802.54	4708.24
peak485	chr1	46738664	46741826	.	3163	27.33	23.14	22.03	27.96	20.81	35.9	26.96	21.69
peak486	chr1	46742264	46759489	.	17226	181.06	197.61	196.6	193.16	183.66	168.98	169.59	175.12
peak487	chr1	46801328	46805107	.	3780	51.24	61.42	48.95	41.51	31.67	44.65	35.66	36.95
peak488	chr1	46913677	46915192	.	1516	5.12	9.79	8.97	8.47	12.67	6.13	13.05	14.46
peak489	chr1	46939922	46956706	.	16785	234.86	254.58	239.02	232.98	241.56	229.39	225.25	217.7
peak490	chr1	46973039	46980841	.	7803	99.07	90.79	87.29	108.44	84.14	93.68	89.58	81.14
peak491	chr1	46985902	47003496	.	17595	133.23	140.64	141.94	142.33	133	145.34	160.9	157.45
peak492	chr1	47008738	47017850	.	9113	85.4	85.45	78.31	92.35	87.76	79.67	77.4	94.79
peak493	chr1	47020762	48827060	.	1806299	34266.03	33879.58	33794.81	34094.34	34851.35	35397.77	35091.05	35692.18
peak494	chr1	48827776	48881430	.	53655	1081.22	1038.79	1028.68	1063.25	1131.83	1066.4	1130.62	1131.07
peak495	chr1	48881690	50794900	.	1913211	34974.89	34574.77	34469.45	34951.72	35161.68	35385.51	35113.66	35509.82
peak496	chr1	50799985	50822818	.	22834	169.1	195.83	212.1	183	188.19	176.86	166.98	174.32
peak497	chr1	50827073	50835696	.	8624	58.93	56.08	52.21	63.54	57	45.53	41.75	53.02
peak498	chr1	50844750	50850537	.	5788	30.75	39.17	35.08	36.43	34.38	25.39	29.57	39.36
peak499	chr1	50873516	50882856	.	9341	112.73	105.04	112.58	122	120.33	101.56	100.02	100.41
peak500	chr1	51102588	51104156	.	1569	16.23	22.25	20.39	15.25	17.19	16.64	12.18	13.66
peak501	chr1	51176890	51179096	.	2207	21.35	24.92	22.84	26.26	28.95	22.76	20.87	28.12
peak502	chr1	51251895	51257403	.	5509	65.76	65.87	55.47	66.08	77.81	60.41	73.06	61.86
peak503	chr1	51400426	51401524	.	1099	17.08	13.35	20.39	15.25	26.24	18.39	14.79	24.1
peak504	chr1	51431661	51444936	.	13276	158.85	142.42	168.86	141.48	133.9	140.96	126.11	141.38
peak505	chr1	51544851	51546471	.	1621	11.96	8.01	10.6	10.17	15.38	14.88	19.13	13.66
peak506	chr1	51556046	51562329	.	6284	57.22	66.76	57.1	66.93	56.09	56.91	63.49	58.64
peak507	chr1	51651450	51654519	.	3070	29.04	23.14	22.84	22.87	22.62	26.27	24.35	28.12
peak508	chr1	51661604	51669779	.	8176	73.45	69.43	73.42	72.01	57	63.04	61.75	65.87
peak509	chr1	51711426	51717253	.	5828	70.89	72.99	59.55	81.33	73.28	65.66	70.45	57.04
peak510	chr1	51721164	51726495	.	5332	40.14	40.06	29.37	25.42	30.76	43.78	30.44	47.4
peak511	chr1	51867536	51870251	.	2716	18.79	16.02	19.58	19.49	22.62	14.01	21.74	26.51
peak512	chr1	52014398	52018472	.	4075	5.12	8.01	9.79	8.47	12.67	14.01	8.7	9.64
peak514	chr1	52072049	52073667	.	1619	17.93	9.79	18.76	14.4	18.09	14.88	13.92	12.05
peak516	chr1	52236007	52238238	.	2232	16.23	13.35	22.84	22.03	23.52	19.26	23.48	15.26
peak517	chr1	52313140	52321036	.	7897	67.47	71.21	78.31	81.33	109.47	81.42	87.84	99.61
peak518	chr1	52368590	52373365	.	4776	18.79	14.24	13.05	12.71	9.95	19.26	20	20.08
peak519	chr1	52397948	52406608	.	8661	113.59	105.93	109.31	102.51	109.47	114.69	117.41	118.89
peak520	chr1	52412021	52418218	.	6198	23.06	24.03	34.26	24.57	24.43	30.64	40.01	44.99
peak521	chr1	52449070	52452789	.	3720	12.81	22.25	20.39	15.25	14.48	14.01	21.74	9.64
peak522	chr1	52475142	52477382	.	2241	40.14	32.04	35.89	29.65	37.09	38.52	41.75	24.9
peak523	chr1	52507360	52509865	.	2506	62.35	60.53	53.02	49.99	55.19	52.53	49.57	59.45
peak524	chr1	52543861	52546225	.	2365	40.14	40.06	56.29	54.22	38	60.41	56.53	44.18
peak526	chr1	52590015	52594118	.	4104	70.03	64.09	59.55	63.54	67.86	62.16	51.31	61.86
peak527	chr1	52603896	52605785	.	1890	10.25	8.9	12.24	4.24	9.05	11.38	7.83	8.84
peak528	chr1	52612312	52617801	.	5490	109.32	120.17	144.39	121.15	133.9	148.84	140.02	126.92
peak529	chr1	52621421	52624146	.	2726	33.31	32.94	34.26	45.75	37.09	36.77	29.57	39.36
peak530	chr1	52671448	52672572	.	1125	5.12	8.01	8.97	5.08	7.24	7.88	4.35	16.87
peak532	chr1	52695013	52700144	.	5132	40.99	40.06	41.6	55.92	47.95	44.65	42.62	63.46
peak533	chr1	52735931	52738397	.	2467	20.5	15.13	15.5	18.64	18.09	26.27	23.48	15.26
peak534	chr1	52776110	52780538	.	4429	72.59	60.53	79.13	74.55	67.86	84.93	80.88	56.23
peak535	chr1	52879680	52881130	.	1451	13.66	15.13	24.47	18.64	20.81	17.51	13.92	22.49
peak536	chr1	52888287	52893799	.	5513	66.62	64.09	68.52	64.39	71.47	71.79	66.1	62.66
peak537	chr1	52935293	52946249	.	10957	110.17	106.82	116.65	126.23	112.19	133.08	103.5	119.69
peak538	chr1	52976967	52982994	.	6028	71.74	69.43	72.6	72.86	71.47	70.04	73.93	73.91
peak539	chr1	52992319	52999676	.	7358	72.59	64.09	62	69.47	65.14	54.28	70.45	71.5
peak540	chr1	53095081	53097849	.	2769	25.62	26.7	14.68	20.33	22.62	25.39	27.83	24.9
