peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K4me3_Rep1_S5	Arm_P14_Day30_H3K4me3_Rep2_S6	Arm_P14_Day30_H3K4me3_Rep3_S7	Arm_P14_Day30_H3K4me3_Rep4_S8
peak476	chr1	43168563	43169480	.	918	51.95	70.3	78.62	68.58
peak477	chr1	43182075	43184185	.	2111	60.94	73.69	65.35	83.58
peak478	chr1	43190557	43192223	.	1667	72.93	74.53	82.7	65.37
peak480	chr1	43223640	43226119	.	2480	439.59	425.18	396.16	425.42
peak481	chr1	43240952	43242031	.	1080	48.95	60.13	49.01	48.22
peak483	chr1	43271422	43272973	.	1552	53.95	63.52	66.37	78.23
peak485	chr1	43360199	43362982	.	2784	441.59	434.5	435.98	407.2
peak490	chr1	43444769	43448404	.	3636	691.36	746.18	731.06	709.39
peak491	chr1	43452279	43453484	.	1206	123.88	119.42	140.9	125.38
peak492	chr1	43456349	43458108	.	1760	213.8	260.02	244.03	253.97
peak493	chr1	43459745	43460609	.	865	32.97	22.02	34.71	20.36
peak494	chr1	43463602	43466197	.	2596	399.63	447.2	389.01	412.56
peak495	chr1	43467428	43468553	.	1126	206.81	212.59	204.21	218.6
peak496	chr1	43471942	43473039	.	1098	74.93	70.3	70.45	84.66
peak497	chr1	43473504	43475352	.	1849	218.8	221.91	186.85	182.17
peak498	chr1	43486079	43487278	.	1200	52.95	50.82	44.93	72.87
peak499	chr1	43495731	43497047	.	1317	40.96	44.89	40.84	41.79
peak500	chr1	43499753	43501932	.	2180	134.87	123.66	124.57	132.88
peak502	chr1	43519178	43521626	.	2449	216.8	197.34	195.02	227.18
peak503	chr1	43533969	43536582	.	2614	489.54	466.68	488.05	443.64
peak504	chr1	43538601	43540608	.	2008	383.64	394.69	354.3	425.42
peak505	chr1	43541521	43543757	.	2237	651.39	589.49	573.82	576.51
peak506	chr1	43544096	43546083	.	1988	338.68	311.68	308.35	322.55
peak507	chr1	43557989	43558788	.	800	103.9	103.33	88.83	86.8
peak508	chr1	43560943	43564227	.	3285	705.34	680.12	677.96	712.6
peak509	chr1	43600716	43602074	.	1359	12.99	13.55	20.42	19.29
peak510	chr1	43641427	43643161	.	1735	74.93	74.53	72.49	70.72
peak512	chr1	43767648	43769776	.	2129	175.84	193.11	154.18	193.96
peak515	chr1	43825822	43828885	.	3064	595.45	550.53	575.86	564.73
peak516	chr1	43843037	43844210	.	1174	67.94	49.12	55.14	60.01
peak518	chr1	43879328	43881149	.	1822	112.89	140.6	129.67	165.02
peak519	chr1	43887159	43889306	.	2148	232.78	237.15	232.79	261.47
peak520	chr1	43896730	43897957	.	1228	99.91	77.92	71.47	86.8
peak521	chr1	43914507	43915898	.	1392	66.94	77.07	81.68	78.23
peak522	chr1	43932875	43937025	.	4151	1198.88	1106.99	1175.2	1106.95
peak523	chr1	43939054	43939552	.	499	86.92	82.16	99.04	83.58
peak525	chr1	44023258	44025724	.	2467	39.96	60.13	50.03	67.51
peak526	chr1	44031836	44033911	.	2076	287.73	287.97	280.78	303.26
peak527	chr1	44041544	44042898	.	1355	244.77	254.94	250.15	215.39
peak528	chr1	44059792	44061846	.	2055	68.94	63.52	46.97	72.87
peak529	chr1	44100455	44102986	.	2532	447.58	440.42	446.19	457.57
peak530	chr1	44117577	44120708	.	3132	738.31	763.12	725.95	689.03
peak531	chr1	44121675	44123026	.	1352	241.77	235.46	255.26	247.54
peak532	chr1	44146859	44149455	.	2597	564.47	641.16	645.29	534.72
peak533	chr1	44197317	44199972	.	2656	60.94	75.38	95.98	88.94
peak534	chr1	44824040	44826254	.	2215	50.95	56.75	38.8	47.15
peak537	chr1	45794413	45797082	.	2670	485.55	536.13	498.26	497.22
peak540	chr1	46424799	46426207	.	1409	28.97	35.57	35.74	33.22
peak541	chr1	46849905	46850336	.	432	53.95	48.28	58.2	62.15
peak542	chr1	46851360	46855223	.	3864	799.26	802.08	806.61	810.12
peak543	chr1	46863280	46865336	.	2057	163.85	161.77	174.6	168.24
peak544	chr1	46873860	46875273	.	1414	45.96	51.67	33.69	48.22
peak546	chr1	46891605	46892818	.	1214	94.91	90.63	101.08	70.72
peak547	chr1	46893413	46895927	.	2515	231.78	207.51	219.52	215.39
peak549	chr1	46908091	46909479	.	1389	58.95	62.68	59.22	62.15
peak550	chr1	46921394	46923479	.	2086	61.94	72.84	73.51	87.87
peak552	chr1	50925717	50928727	.	3011	442.59	392.99	405.35	405.06
peak553	chr1	50962231	50963457	.	1227	33.97	38.11	57.18	47.15
peak555	chr1	51104138	51106985	.	2848	17.98	20.33	21.44	26.79
peak556	chr1	51120577	51121797	.	1221	11.99	9.32	13.27	22.5
peak558	chr1	51332472	51334498	.	2027	111.9	119.42	124.57	128.59
peak559	chr1	51360154	51362648	.	2495	61.94	53.36	58.2	64.3
peak560	chr1	51449509	51452213	.	2705	85.92	115.19	88.83	114.66
peak561	chr1	51466319	51467904	.	1586	96.91	96.55	94.96	115.73
peak562	chr1	51473059	51479515	.	6457	1222.86	1193.38	1306.92	1192.67
peak564	chr1	51500513	51502107	.	1595	172.84	180.4	212.37	195.03
peak565	chr1	51507773	51509887	.	2115	146.86	150.76	115.38	163.95
peak566	chr1	51513967	51515194	.	1228	92.91	96.55	100.06	113.59
peak567	chr1	51518924	51520952	.	2029	81.92	94.86	105.17	97.51
peak568	chr1	51528794	51530452	.	1659	88.92	104.18	104.14	115.73
peak569	chr1	51531838	51532992	.	1155	26.97	28.8	33.69	35.36
peak570	chr1	51535468	51536957	.	1490	52.95	47.43	55.14	48.22
peak574	chr1	51570300	51571196	.	897	64.94	63.52	50.03	48.22
peak575	chr1	51571860	51573649	.	1790	162.85	175.32	168.47	147.88
peak576	chr1	51577424	51578448	.	1025	120.89	96.55	118.44	108.23
peak577	chr1	51584324	51586967	.	2644	427.6	434.5	394.12	395.41
peak578	chr1	51593407	51594782	.	1376	190.82	217.67	215.44	208.96
peak579	chr1	51596690	51598055	.	1366	136.87	139.75	134.78	144.66
peak580	chr1	51626131	51627276	.	1146	14.99	14.4	22.46	24.65
peak581	chr1	51819749	51821661	.	1913	99.91	108.41	102.1	103.94
peak583	chr1	51914188	51916898	.	2711	130.88	121.12	149.07	143.59
peak586	chr1	51934160	51935863	.	1704	197.82	174.48	165.41	183.24
peak587	chr1	52004139	52004797	.	659	94.91	84.7	84.75	92.16
peak588	chr1	52007867	52013727	.	5861	1561.55	1455.09	1508.06	1426.28
peak589	chr1	52014021	52015178	.	1158	314.71	307.45	289.97	260.4
peak590	chr1	52018911	52020606	.	1696	445.59	422.64	409.43	418.99
peak591	chr1	52021826	52023158	.	1333	301.72	313.38	265.47	271.11
peak592	chr1	52027468	52028430	.	963	44.96	57.59	55.14	48.22
peak593	chr1	52034410	52035967	.	1558	259.76	266.8	272.61	279.68
peak594	chr1	52038976	52041562	.	2587	351.67	397.23	375.74	356.84
peak595	chr1	52052233	52054509	.	2277	375.65	359.12	377.78	371.84
peak596	chr1	52055121	52056717	.	1597	257.76	263.41	250.15	256.11
peak597	chr1	52058969	52060107	.	1139	120.89	112.65	120.48	105.02
peak598	chr1	52065393	52068331	.	2939	132.88	155.84	155.2	185.38
peak599	chr1	52075865	52078293	.	2429	168.84	180.4	188.89	157.52
peak600	chr1	52079462	52080584	.	1123	45.96	49.97	49.01	48.22
peak601	chr1	52082331	52083663	.	1333	31.97	54.21	56.16	41.79
peak603	chr1	52099937	52101468	.	1532	54.95	71.15	71.47	60.01
peak604	chr1	52112991	52114523	.	1533	219.8	225.29	239.94	196.1
peak605	chr1	52116542	52117585	.	1044	181.83	173.63	149.07	141.45
peak606	chr1	52118641	52122210	.	3570	900.16	903.72	860.73	791.9
peak607	chr1	52142141	52144309	.	2169	84.92	100.79	90.87	86.8
peak609	chr1	52220549	52222042	.	1494	104.9	105.02	94.96	112.52
peak610	chr1	52228103	52228924	.	822	156.85	149.91	162.34	172.53
peak611	chr1	52229159	52232756	.	3598	980.09	959.62	990.4	1009.43
peak612	chr1	52232981	52234337	.	1357	311.71	330.32	280.78	291.47
peak613	chr1	52241252	52242868	.	1617	61.94	77.07	70.45	62.15
peak616	chr1	52363125	52364419	.	1295	171.84	145.68	138.86	150.02
peak617	chr1	52365765	52367435	.	1671	226.79	261.71	234.84	219.67
peak618	chr1	52373524	52376621	.	3098	394.63	430.26	379.82	340.76
peak619	chr1	52387609	52389439	.	1831	74.93	81.31	79.64	96.44
peak620	chr1	52391829	52393560	.	1732	38.96	44.04	52.07	49.29
peak624	chr1	52491273	52494510	.	3238	195.82	224.45	196.04	227.18
peak625	chr1	52495759	52500118	.	4360	1005.06	1042.62	1050.64	985.86
peak626	chr1	52500633	52502447	.	1815	216.8	216.82	221.56	222.89
peak627	chr1	52511397	52512522	.	1126	54.95	59.29	58.2	53.58
peak630	chr1	52577388	52579302	.	1915	291.73	269.34	340	301.12
peak632	chr1	52596277	52598960	.	2684	212.8	220.21	238.92	245.39
peak633	chr1	52607068	52608612	.	1545	165.85	168.55	174.6	150.02
peak634	chr1	52630146	52632399	.	2254	359.67	383.68	429.85	341.84
peak635	chr1	52649772	52651062	.	1291	149.86	147.37	150.09	144.66
peak636	chr1	52652784	52654350	.	1567	177.83	179.56	185.83	191.81
peak638	chr1	52725301	52728362	.	3062	516.52	512.42	501.32	485.43
peak640	chr1	52753191	52754659	.	1469	109.9	125.35	111.29	110.37
peak641	chr1	52763491	52764920	.	1430	107.9	92.32	93.93	85.73
peak642	chr1	52797798	52801239	.	3442	1046.03	974.02	1002.65	944.07
peak643	chr1	52815509	52818397	.	2889	574.47	573.4	594.24	550.79
peak645	chr1	52844159	52846441	.	2283	634.41	637.77	652.44	636.52
peak646	chr1	52852041	52854450	.	2410	61.94	51.67	38.8	57.87
peak647	chr1	52923614	52925296	.	1683	93.91	86.39	119.46	98.59
peak648	chr1	52950967	52954431	.	3465	482.55	464.14	486.01	459.71
peak649	chr1	53049160	53051115	.	1956	73.93	97.4	77.6	83.58
peak652	chr1	53295756	53298993	.	3238	625.42	617.44	620.78	595.8
peak653	chr1	53312719	53314971	.	2253	457.57	469.22	469.67	387.91
peak654	chr1	53351274	53353117	.	1844	382.64	381.98	377.78	368.63
peak655	chr1	53471684	53472862	.	1179	23.98	27.95	28.59	42.86
peak657	chr1	53705102	53707528	.	2427	151.86	158.38	137.84	143.59
peak659	chr1	53771652	53772526	.	875	239.78	260.87	263.43	248.61
peak660	chr1	53772814	53773487	.	674	273.75	248.16	244.03	218.6
peak661	chr1	53773755	53777133	.	3379	1517.59	1419.52	1492.74	1364.13
peak662	chr1	53777979	53778745	.	767	257.76	277.81	278.74	266.82
peak663	chr1	53779499	53784706	.	5208	1762.36	1869.26	1859.29	1613.81
peak664	chr1	53791022	53792308	.	1287	243.77	268.49	266.49	255.04
peak665	chr1	53794848	53798419	.	3572	612.43	619.14	649.37	591.51
peak667	chr1	53811081	53812304	.	1224	24.98	39.81	37.78	38.58
peak668	chr1	53823132	53825367	.	2236	390.64	383.68	367.57	349.34
peak669	chr1	53837906	53839128	.	1223	90.92	87.24	64.32	60.01
peak670	chr1	53842429	53843623	.	1195	105.9	97.4	129.67	108.23
peak671	chr1	53844700	53846754	.	2055	198.81	228.68	204.21	168.24
peak672	chr1	53850608	53852119	.	1512	275.74	254.94	268.53	252.89
peak673	chr1	53856263	53858528	.	2266	78.93	79.62	89.85	77.15
peak674	chr1	53875236	53876656	.	1421	63.94	60.98	39.82	57.87
peak675	chr1	53881705	53883856	.	2152	102.9	100.79	77.6	112.52
peak676	chr1	53886367	53887641	.	1275	61.94	73.69	46.97	68.58
peak677	chr1	53889027	53890971	.	1945	99.91	130.43	116.4	128.59
peak678	chr1	53894072	53895080	.	1009	52.95	53.36	71.47	67.51
peak679	chr1	53905283	53907240	.	1958	83.92	75.38	72.49	107.16
peak682	chr1	53935854	53937405	.	1552	109.9	100.79	94.96	118.95
peak683	chr1	53939760	53941257	.	1498	114.89	110.95	95.98	121.09
peak684	chr1	53945443	53946787	.	1345	60.94	67.76	63.3	77.15
peak685	chr1	54192361	54196607	.	4247	150.86	169.39	154.18	183.24
peak686	chr1	54249875	54251705	.	1831	260.76	261.71	257.3	242.18
peak689	chr1	54420774	54423052	.	2279	101.91	87.24	71.47	80.37
peak690	chr1	54437493	54439648	.	2156	379.65	402.31	359.4	339.69
peak691	chr1	54490875	54493849	.	2975	504.53	493.78	502.35	535.79
peak693	chr1	54555515	54558713	.	3199	603.44	589.49	609.55	525.08
peak694	chr1	54578055	54579553	.	1499	71.93	69.45	58.2	79.3
peak695	chr1	54584659	54586720	.	2062	247.77	244.77	217.48	235.75
peak696	chr1	54599932	54601826	.	1895	84.92	98.25	83.72	87.87
peak698	chr1	54659305	54661542	.	2238	174.84	155	178.68	166.1
peak699	chr1	54746912	54748730	.	1819	28.97	49.12	36.76	60.01
peak700	chr1	54798261	54801336	.	3076	138.87	147.37	148.05	167.17
peak702	chr1	54827602	54828834	.	1233	60.94	72.84	95.98	72.87
peak703	chr1	54834759	54837046	.	2288	226.79	278.65	259.34	234.68
peak704	chr1	54839767	54840723	.	957	98.91	110.11	99.04	105.02
peak705	chr1	54841329	54842815	.	1487	210.8	281.19	247.09	261.47
peak706	chr1	54845737	54847815	.	2079	228.79	231.22	214.42	211.1
peak707	chr1	54852481	54855238	.	2758	269.75	258.33	308.35	261.47
peak708	chr1	54859304	54861078	.	1775	174.84	146.53	155.2	166.1
peak709	chr1	54865002	54868329	.	3328	235.78	226.99	235.86	225.03
peak710	chr1	54870533	54872834	.	2302	273.75	250.7	264.45	259.32
peak711	chr1	54879252	54883684	.	4433	359.67	320.15	326.73	309.69
peak712	chr1	54887194	54889732	.	2539	223.79	202.43	210.33	219.67
peak713	chr1	54896109	54898753	.	2645	445.59	479.39	488.05	428.63
peak714	chr1	54901322	54902340	.	1019	99.91	107.57	110.27	103.94
peak715	chr1	54905461	54908173	.	2713	383.64	418.4	412.5	442.56
peak716	chr1	54908717	54909481	.	765	136.87	155.84	162.34	147.88
peak717	chr1	54912197	54915140	.	2944	695.35	640.31	721.87	679.38
peak718	chr1	54921511	54926440	.	4930	1540.57	1503.37	1430.46	1355.55
peak720	chr1	55019876	55021560	.	1685	127.88	144.83	119.46	150.02
peak721	chr1	55023899	55029911	.	6013	1518.59	1445.78	1503.97	1458.43
peak722	chr1	55042772	55043830	.	1059	51.95	60.13	60.24	51.44
peak723	chr1	55051666	55054724	.	3059	490.54	498.87	539.1	496.14
peak724	chr1	55085737	55089782	.	4046	613.43	642	608.53	664.38
peak725	chr1	55130242	55133597	.	3356	579.46	573.4	613.64	534.72
peak728	chr1	55195947	55197603	.	1657	25.98	41.5	44.93	64.3
peak729	chr1	55208545	55211021	.	2477	349.67	334.55	321.62	322.55
peak730	chr1	55214976	55216418	.	1443	148.86	119.42	134.78	123.23
peak731	chr1	55225162	55227840	.	2679	239.78	247.32	222.58	234.68
peak732	chr1	55236490	55239952	.	3463	915.15	891.86	933.22	889.42
peak733	chr1	55247134	55248729	.	1596	89.92	83.85	77.6	107.16
peak736	chr1	55363001	55365712	.	2712	155.85	157.54	158.26	173.6
peak737	chr1	55372241	55373329	.	1089	18.98	15.25	18.38	23.57
peak739	chr1	55404212	55407567	.	3356	864.2	784.29	788.23	824.05
peak740	chr1	55430260	55431256	.	997	43.96	57.59	37.78	53.58
peak741	chr1	55433276	55435115	.	1840	137.87	133.82	155.2	161.81
peak742	chr1	55436423	55437935	.	1513	51.95	60.13	49.01	51.44
peak743	chr1	55445340	55447314	.	1975	34.97	49.12	41.86	66.44
peak744	chr1	55447821	55448987	.	1167	20.98	22.02	25.53	31.08
peak746	chr1	55527596	55529721	.	2126	81.92	99.1	85.77	76.08
peak748	chr1	56971997	56975028	.	3032	372.65	373.51	403.31	368.63
peak749	chr1	56979998	56981712	.	1715	100.91	110.95	108.23	110.37
peak750	chr1	57376680	57378956	.	2277	471.56	442.12	470.69	426.49
peak751	chr1	57405172	57408217	.	3046	607.43	577.63	604.45	585.09
peak752	chr1	57428715	57430793	.	2079	79.93	99.1	82.7	106.09
peak753	chr1	57435826	57437603	.	1778	178.83	190.57	206.25	174.67
peak755	chr1	57773340	57776483	.	3144	44.96	48.28	56.16	48.22
peak756	chr1	57839292	57840833	.	1542	14.99	22.87	23.48	15
peak759	chr1	57968347	57970748	.	2402	361.66	359.12	389.01	391.13
peak760	chr1	57995292	57997476	.	2185	377.65	330.32	350.21	339.69
peak761	chr1	58028736	58030390	.	1655	104.9	92.32	101.08	95.37
peak762	chr1	58194820	58196327	.	1508	70.93	71.15	77.6	78.23
peak763	chr1	58209415	58211234	.	1820	26.97	22.02	21.44	23.57
peak765	chr1	58296038	58296933	.	896	35.97	38.96	38.8	43.93
peak766	chr1	58300618	58301576	.	959	58.95	74.53	69.43	72.87
peak767	chr1	58302857	58304847	.	1991	327.69	339.63	345.11	346.12
peak768	chr1	58310655	58312334	.	1680	129.88	113.49	120.48	123.23
peak770	chr1	58391478	58394920	.	3443	523.51	481.08	526.85	536.86
peak771	chr1	58420404	58424700	.	4297	576.46	525.12	524.81	498.29
peak773	chr1	58444374	58446943	.	2570	701.35	697.06	692.26	623.66
peak774	chr1	58453766	58455007	.	1242	36.97	44.89	33.69	48.22
peak775	chr1	58503303	58505868	.	2566	571.47	579.33	612.62	531.51
peak776	chr1	58584273	58587511	.	3239	579.46	575.09	586.07	527.22
peak778	chr1	58651458	58654180	.	2723	869.19	891.01	858.68	742.61
peak779	chr1	58669298	58670656	.	1359	104.9	89.78	108.23	98.59
peak781	chr1	58710442	58712830	.	2389	714.33	691.97	697.36	617.23
peak782	chr1	58713022	58716908	.	3887	1103.97	1155.27	1106.79	1119.81
peak783	chr1	58719449	58723111	.	3663	848.21	826.64	815.8	758.68
peak784	chr1	58723770	58724468	.	699	140.87	149.91	146.01	120.02
peak785	chr1	58725897	58728158	.	2262	298.72	304.06	320.6	317.19
peak787	chr1	58741791	58744054	.	2264	40.96	50.82	35.74	42.86
peak788	chr1	58764584	58766310	.	1727	46.96	49.12	49.01	72.87
peak789	chr1	58773471	58774927	.	1457	118.89	108.41	123.54	139.31
peak790	chr1	58780392	58782422	.	2031	57.95	76.23	79.64	58.94
peak791	chr1	58795144	58798136	.	2993	801.25	784.29	780.07	701.89
peak792	chr1	58801921	58804644	.	2724	932.13	885.08	928.11	831.55
peak793	chr1	58806681	58807167	.	487	77.93	77.07	92.91	72.87
peak794	chr1	58821006	58823427	.	2422	56.95	66.91	82.7	77.15
peak796	chr1	58859431	58861702	.	2272	424.6	442.97	386.97	423.28
peak799	chr1	58953262	58954605	.	1344	145.86	136.36	144.99	156.45
peak800	chr1	58955512	58957181	.	1670	270.75	300.67	310.39	290.4
peak801	chr1	58971563	58974889	.	3327	712.34	667.41	676.94	674.03
peak804	chr1	59118677	59121278	.	2602	368.66	370.97	370.63	402.92
peak807	chr1	59149694	59151995	.	2302	39.96	45.74	41.86	52.51
peak808	chr1	59171596	59173729	.	2134	33.97	23.72	20.42	36.43
peak810	chr1	59213326	59215234	.	1909	85.92	73.69	91.89	94.3
peak811	chr1	59236022	59238682	.	2661	605.44	617.44	608.53	570.08
peak812	chr1	59315348	59317337	.	1990	42.96	30.49	51.05	53.58
peak813	chr1	59480386	59483945	.	3560	722.33	692.82	727.99	704.03
peak816	chr1	59584401	59585655	.	1255	47.96	55.05	51.05	58.94
peak817	chr1	59601961	59603637	.	1677	155.85	182.95	158.26	165.02
peak818	chr1	59607903	59609548	.	1646	222.79	250.7	215.44	232.53
peak820	chr1	59658048	59659690	.	1643	66.94	50.82	60.24	55.72
peak821	chr1	59667682	59672086	.	4405	796.26	797	799.46	731.89
peak822	chr1	59684155	59687797	.	3643	621.42	603.04	633.04	595.8
peak825	chr1	59761934	59766313	.	4380	895.17	875.77	861.75	826.19
peak827	chr1	59894987	59896840	.	1854	47.96	41.5	31.65	43.93
peak828	chr1	59912029	59916333	.	4305	707.34	713.15	716.76	682.6
peak829	chr1	59917129	59918181	.	1053	129.88	130.43	151.11	140.38
peak830	chr1	59922834	59924224	.	1391	138.87	138.9	177.66	148.95
peak832	chr1	60015785	60017560	.	1776	143.87	143.98	157.24	113.59
peak833	chr1	60041192	60044449	.	3258	358.67	368.43	343.07	348.26
peak836	chr1	60074418	60076356	.	1939	80.92	90.63	73.51	96.44
peak837	chr1	60096334	60099843	.	3510	647.4	658.94	642.23	623.66
peak838	chr1	60157838	60159507	.	1670	168.84	159.23	159.28	132.88
peak839	chr1	60179274	60182012	.	2739	583.46	603.04	613.64	576.51
peak840	chr1	60235460	60237360	.	1901	61.94	68.6	69.43	71.8
peak841	chr1	60342259	60344693	.	2435	523.51	510.72	513.58	484.36
peak843	chr1	60355470	60356769	.	1300	49.95	38.96	53.09	41.79
peak844	chr1	60360507	60362383	.	1877	176.84	156.69	157.24	168.24
peak845	chr1	60407954	60411518	.	3565	416.61	395.54	421.68	411.49
peak846	chr1	60416162	60417914	.	1753	213.8	212.59	202.16	185.38
peak848	chr1	60446303	60448308	.	2006	90.92	92.32	84.75	88.94
peak849	chr1	60460124	60462453	.	2330	268.75	281.19	203.18	248.61
peak850	chr1	60482287	60483731	.	1445	151.86	176.17	142.94	130.73
peak852	chr1	60502925	60505600	.	2676	85.92	96.55	93.93	88.94
peak853	chr1	60530163	60532168	.	2006	133.88	133.82	127.63	128.59
peak854	chr1	60538245	60540264	.	2020	138.87	149.91	104.14	124.3
peak855	chr1	60540902	60542148	.	1247	68.94	77.92	85.77	84.66
peak856	chr1	60563075	60563807	.	733	100.91	84.7	87.81	69.65
peak857	chr1	60564946	60569819	.	4874	917.15	908.8	872.98	919.42
peak859	chr1	60627127	60628623	.	1497	42.96	38.96	38.8	34.29
peak860	chr1	60652042	60653178	.	1137	39.96	36.42	33.69	32.15
peak861	chr1	60669902	60671166	.	1265	20.98	30.49	15.32	32.15
peak862	chr1	60701896	60703726	.	1831	99.91	110.11	120.48	120.02
peak865	chr1	60745493	60750296	.	4804	1718.4	1649.05	1587.7	1569.87
peak866	chr1	60755292	60756534	.	1243	196.82	227.83	207.27	215.39
peak867	chr1	60757924	60762126	.	4203	794.26	762.27	711.66	756.54
peak868	chr1	60776494	60777877	.	1384	89.92	88.08	79.64	67.51
peak869	chr1	60778521	60780281	.	1761	135.87	119.42	119.46	126.45
peak870	chr1	60781127	60782351	.	1225	62.94	60.13	61.26	58.94
peak872	chr1	60810302	60812355	.	2054	42.96	55.9	51.05	62.15
peak874	chr1	60853094	60855623	.	2530	94.91	107.57	70.45	96.44
peak875	chr1	60874497	60876238	.	1742	99.91	122.81	87.81	90.01
peak877	chr1	60897939	60899750	.	1812	111.9	118.58	129.67	137.16
peak878	chr1	60902263	60903635	.	1373	71.93	67.76	57.18	66.44
peak880	chr1	60908553	60912304	.	3752	604.44	606.43	600.36	497.22
peak881	chr1	60912803	60913886	.	1084	51.95	55.9	41.86	47.15
peak882	chr1	60915966	60917652	.	1687	157.85	173.63	168.47	148.95
peak883	chr1	60920010	60921123	.	1114	80.92	100.79	104.14	79.3
peak884	chr1	60935814	60937556	.	1743	102.9	92.32	93.93	88.94
peak885	chr1	60940559	60942436	.	1878	69.93	72.84	63.3	56.79
peak886	chr1	60960273	60961598	.	1326	36.97	38.11	50.03	34.29
peak887	chr1	60974071	60974557	.	487	90.92	79.62	72.49	91.08
peak888	chr1	60977523	60982145	.	4623	1580.53	1560.97	1501.93	1468.07
peak889	chr1	60984813	60986625	.	1813	220.79	235.46	211.35	211.1
peak890	chr1	60989194	60991293	.	2100	308.71	296.44	296.1	274.33
peak892	chr1	61024126	61025279	.	1154	93.91	109.26	106.19	102.87
peak893	chr1	61026453	61028291	.	1839	163.85	173.63	172.55	170.38
peak894	chr1	61029466	61031556	.	2091	206.81	209.2	215.44	213.25
peak895	chr1	61038993	61040311	.	1319	114.89	88.08	106.19	109.3
