peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27me3_Rep1_S5	Naive_P14_Day30_H3K27me3_Rep2_S6	Naive_P14_Day30_H3K27me3_Rep3_S3	Naive_P14_Day30_H3K27me3_Rep4_S4	Naive_P14_Day32_H3K27me3_Rep1_S9	Naive_P14_Day32_H3K27me3_Rep2_S10	Naive_P14_Day32_H3K27me3_Rep3_S11	Naive_P14_Day32_H3K27me3_Rep4_S12
peak298	chr1	35285628	35313759	.	28132	248.54	269.51	260.46	239.37	190.59	180.74	203.71	195.75
peak299	chr1	35322489	35427877	.	105389	1898.67	1825.72	1878.22	1882.08	1676.61	1674.9	1657.12	1548.45
peak300	chr1	35432413	35469275	.	36863	1521.42	1423.57	1408.66	1439.99	1373.66	1402.14	1322.53	1326.95
peak301	chr1	35479182	35488959	.	9778	236.11	251.76	243.95	214.69	262.5	266.19	223.76	192.65
peak302	chr1	35492635	35560681	.	68047	1379.4	1508.05	1435.26	1423.53	1318.82	1325.46	1328.86	1329.01
peak303	chr1	35568956	35571822	.	2867	27.52	32.1	28.43	35.91	29.67	18.62	35.89	31.94
peak304	chr1	35589805	35598839	.	9035	58.58	46.47	55.94	55.36	54.84	43.82	46.44	48.42
peak305	chr1	35602106	35621230	.	19125	117.17	108.99	95.38	102.48	89	63.53	87.61	86.54
peak306	chr1	35624958	35651013	.	26056	96.75	100.54	102.71	99.49	81.81	104.06	120.33	111.27
peak307	chr1	35656488	35706229	.	49742	458.03	449.46	468.64	449.58	434.21	443.64	483.42	451.24
peak308	chr1	35707279	35757088	.	49810	1248.92	1221.65	1234.41	1241.76	1219.93	1272.88	1242.31	1183.74
peak309	chr1	35758342	35765044	.	6703	105.63	117.43	120.14	127.17	134.85	97.49	110.83	108.17
peak310	chr1	35769498	35788445	.	18948	443.82	433.41	413.61	412.17	382.97	411.88	432.75	388.4
peak311	chr1	35792767	35809572	.	16806	267.18	260.21	293.47	249.85	236.43	224.56	227.99	226.65
peak312	chr1	35823267	35847337	.	24071	186.41	159.68	208.18	192.25	190.59	179.65	169.93	140.11
peak313	chr1	35851435	35862729	.	11295	84.33	86.17	87.12	74.06	79.11	82.16	88.66	85.51
peak314	chr1	35866237	35933355	.	67119	775.8	753.6	753.85	718.12	695.82	666.01	687.13	672.74
peak315	chr1	35936607	35990573	.	53967	519.27	497.62	508.07	516.9	445	478.7	473.92	464.64
peak316	chr1	35993510	35997361	.	3852	31.07	25.35	26.6	32.17	26.97	36.15	25.33	29.88
peak317	chr1	36009186	36039444	.	30259	261.86	269.51	276.96	262.56	267	245.37	274.43	212.23
peak318	chr1	36042532	36072137	.	29606	229.01	220.51	217.35	244.61	204.97	198.27	239.6	202.96
peak319	chr1	36107387	36138144	.	30758	201.5	167.28	194.42	175.04	154.63	139.12	182.6	151.44
peak320	chr1	36245100	36255522	.	10423	45.27	42.24	36.68	44.13	30.57	30.67	49.61	28.85
peak321	chr1	36285452	36310787	.	25336	45.27	48.16	42.19	42.64	58.43	50.39	59.11	66.97
peak322	chr1	36367310	36406289	.	38980	436.72	435.94	471.39	427.88	347.01	347.25	392.64	360.58
peak323	chr1	36409785	36415874	.	6090	56.81	60.83	75.2	63.58	46.75	41.63	45.39	53.57
peak324	chr1	36444372	36469459	.	25088	91.43	108.99	109.13	95	87.2	101.87	118.22	109.21
peak325	chr1	36547264	36568025	.	20762	339.97	378.49	401.69	354.57	401.85	330.82	366.26	330.71
peak326	chr1	36575195	36612733	.	37539	649.76	668.27	646.55	636.59	486.35	518.13	527.75	498.63
peak327	chr1	36613993	36691472	.	77480	703.02	795.85	776.78	732.34	613.11	648.49	672.35	640.81
peak328	chr1	36719945	36758222	.	38278	303.57	295.7	327.4	319.42	295.77	311.1	332.48	278.16
peak329	chr1	36935242	36953609	.	18368	102.08	89.55	93.54	97.99	92.6	67.92	104.49	94.78
peak330	chr1	36964533	36995402	.	30870	211.26	200.23	208.18	215.44	156.42	138.02	188.93	131.87
peak331	chr1	37007071	37029825	.	22755	187.29	199.38	208.18	205.71	144.74	200.46	160.43	174.11
peak332	chr1	37034333	37125158	.	90826	749.17	793.31	795.12	789.19	631.99	652.87	663.9	721.17
peak333	chr1	37127367	37232622	.	105256	3022.43	3017.79	3091.54	3075.96	3005.32	2985.02	2760.11	2903.21
peak334	chr1	37233297	37352772	.	119476	3046.4	3091.3	3179.58	3084.19	2854.29	3011.31	2655.62	2800.18
peak335	chr1	37495842	37518125	.	22284	27.52	38.02	34.85	44.13	34.16	47.1	49.61	51.51
peak336	chr1	37537084	37614239	.	77156	483.77	513.67	537.42	511.66	432.41	441.45	497.14	471.85
peak337	chr1	37621593	37773903	.	152311	4117.79	3958.11	4199.39	4071.61	3912.4	3978.56	3803.99	3834.54
peak338	chr1	37778487	37826017	.	47531	762.49	724.88	743.77	772.73	561.87	577.29	584.74	560.45
peak339	chr1	37839408	37872316	.	32909	525.49	555.91	528.25	536.35	490.85	466.65	444.36	477
peak340	chr1	37901461	37985147	.	83687	4324.61	4278.31	4374.55	4234.69	4210.87	4253.51	4058.37	4158.04
peak341	chr1	38126814	38157479	.	30666	479.33	483.25	499.82	486.23	409.94	372.44	372.59	395.61
peak342	chr1	38161188	38176016	.	14829	352.4	348.08	317.32	343.35	262.5	262.9	261.76	263.74
peak343	chr1	38371028	38377232	.	6205	5.33	6.76	6.42	7.48	3.6	10.95	10.55	13.39
peak344	chr1	38406901	38429316	.	22416	32.84	33.79	39.44	33.66	32.36	30.67	39.05	46.36
peak345	chr1	38458920	38464903	.	5984	3.55	6.76	8.25	1.5	12.59	14.24	11.61	4.12
peak346	chr1	38478811	38488426	.	9616	5.33	8.45	8.25	9.72	16.18	12.05	21.11	32.97
peak347	chr1	38550882	38562265	.	11384	25.74	14.36	19.26	19.45	20.68	31.77	23.22	21.63
peak348	chr1	38568394	38582963	.	14570	10.65	15.21	18.34	23.19	18.88	17.53	23.22	22.67
peak349	chr1	38588142	38604363	.	16222	29.29	15.21	24.76	14.21	22.47	35.05	32.72	39.15
peak350	chr1	38617779	38646151	.	28373	208.6	235.71	205.43	210.2	183.39	190.6	195.27	186.47
peak351	chr1	38656955	38704840	.	47886	1425.56	1379.64	1382.98	1406.33	1414.11	1465.67	1339.42	1391.85
peak352	chr1	38709155	38862950	.	153796	5917.05	5886.9	6010.66	5860.94	5872.2	5955.79	5720.76	5718.85
peak353	chr1	38874396	38880759	.	6364	34.62	32.95	26.6	31.42	43.15	28.48	21.11	28.85
peak354	chr1	38896749	38986868	.	90120	5671.17	5488.97	5531.01	5554.99	5666.33	5991.94	5225.74	5551.95
peak355	chr1	38999812	39042622	.	42811	821.96	833.86	866.66	851.28	760.54	799.66	776.84	839.64
peak356	chr1	39048364	39060168	.	11805	77.23	65.9	77.95	70.32	82.71	67.92	66.5	70.06
peak357	chr1	39060853	39133666	.	72814	1059.85	1147.3	1082.17	1119.08	1093.17	1071.32	973.16	1084.84
peak358	chr1	39134221	39243799	.	109579	2667.38	2723.79	2785.22	2772.26	2776.98	2864.52	2749.56	2788.85
peak359	chr1	39246392	39284130	.	37739	610.7	569.43	568.6	557.29	540.29	517.04	495.03	496.57
peak360	chr1	39285733	39369274	.	83542	1949.27	1949.06	1895.64	1853.66	1691.9	1818.4	1724.67	1728.74
peak361	chr1	39379543	39441699	.	62157	182.86	209.52	229.27	208.7	164.52	225.66	223.76	223.56
peak362	chr1	39442361	39459722	.	17362	249.43	223.88	219.19	207.96	213.96	202.65	227.99	201.93
peak363	chr1	39464678	39538218	.	73541	1005.7	999.45	1090.43	1042.78	897.19	928.92	951	896.31
peak364	chr1	39579623	39599876	.	20254	303.57	309.21	328.32	298.47	276.89	293.57	251.21	308.04
peak365	chr1	39603278	39638282	.	35005	790	758.67	811.63	778.72	710.2	762.41	726.18	683.05
peak366	chr1	39644116	39685957	.	41842	1388.28	1355.98	1353.64	1381.64	1498.61	1490.87	1305.64	1457.79
peak367	chr1	39686627	39706895	.	20269	230.79	283.87	223.77	236.38	211.26	217.99	221.65	212.23
peak368	chr1	39711365	39810144	.	98780	585.85	560.98	548.42	564.77	546.59	520.32	522.47	556.33
peak369	chr1	39811422	39839511	.	28090	158	152.07	159.57	162.33	154.63	147.88	175.21	152.48
peak370	chr1	39842387	39899886	.	57500	283.16	276.27	310.9	264.81	263.4	228.94	319.81	288.47
peak371	chr1	40036039	40040727	.	4689	37.28	41.4	37.6	38.15	25.17	24.1	30.61	27.82
peak372	chr1	40052226	40074284	.	22059	222.8	255.99	255.87	215.44	185.19	169.79	182.6	181.32
peak373	chr1	40075706	40153200	.	77495	1066.95	1029.87	1026.23	1018.84	909.78	862.09	913	909.7
peak374	chr1	40155014	40281070	.	126057	2041.59	2070.72	2217.54	2002.52	1969.69	1999.14	1987.49	2032.66
peak375	chr1	40284065	40482169	.	198105	2342.5	2297.98	2399.13	2471.54	2190.84	2265.33	2108.87	2236.64
peak376	chr1	40492867	40506965	.	14099	119.83	130.95	130.23	118.19	91.7	111.73	94.99	133.93
peak377	chr1	40521743	40531406	.	9664	65.69	86.17	80.7	71.81	71.92	66.82	66.5	98.9
peak378	chr1	40543240	40657164	.	113925	3996.18	4002.04	4080.17	4049.17	3530.33	3694.85	3500.01	3547.11
peak379	chr1	40663502	40693693	.	30192	1207.2	1228.41	1293.11	1238.02	1379.95	1350.65	1218.04	1351.67
peak380	chr1	40700526	40772809	.	72284	939.13	870.19	884.08	917.85	770.43	713.12	769.45	766.5
peak381	chr1	40786464	40898399	.	111936	2984.27	2978.93	3006.24	3047.54	2837.21	2855.76	2735.83	2723.95
peak382	chr1	40898979	40923161	.	24183	225.46	230.64	214.6	234.89	187.89	170.89	178.38	161.75
peak384	chr1	42672641	42721270	.	48630	4854.53	4682.99	4699.21	4758.32	6827.82	6843.08	5986.75	6560.55
peak385	chr1	42742385	42784146	.	41762	1042.98	1047.61	957.45	988.17	938.54	979.3	930.94	918.97
peak386	chr1	42788833	42804874	.	16042	293.81	332.87	280.63	298.47	275.99	288.1	280.76	287.44
peak387	chr1	42828101	42851676	.	23576	2097.51	1967.65	2011.19	2064.61	2598.08	2521.66	2328.41	2409.72
peak388	chr1	42909694	43047134	.	137441	4589.13	4530.07	4422.24	4664.81	4843.75	4785.89	4726.49	4817.39
peak389	chr1	43154213	43185555	.	31343	454.47	483.25	483.31	463.79	451.29	461.17	457.03	454.33
peak390	chr1	43190935	43198689	.	7755	50.6	54.92	47.69	50.12	51.24	56.96	51.72	50.48
peak391	chr1	43202899	43224646	.	21748	183.74	183.33	202.68	188.51	191.48	171.98	201.6	164.84
peak392	chr1	43231659	43356799	.	125141	917.83	906.52	938.19	938.05	890	900.43	915.11	897.34
peak393	chr1	43360762	43417320	.	56559	456.25	419.89	456.71	476.51	408.14	410.78	459.14	455.36
peak394	chr1	43418942	43443549	.	24608	224.57	212.06	228.36	231.89	195.98	230.04	223.76	227.68
peak395	chr1	43575229	43591722	.	16494	107.41	108.14	108.22	107.72	87.2	116.11	101.33	110.24
peak396	chr1	43593654	43668155	.	74502	626.68	598.15	648.39	685.96	591.53	647.39	611.13	638.75
peak397	chr1	43671466	43698464	.	26999	88.76	89.55	86.21	103.23	93.49	88.73	111.88	98.9
peak398	chr1	43703940	43732600	.	28661	109.18	114.9	108.22	108.47	107.88	84.35	112.94	121.57
peak399	chr1	43733010	43738571	.	5562	23.97	16.9	19.26	17.95	22.47	29.58	15.83	19.57
peak400	chr1	43827813	43848605	.	20793	180.19	183.33	200.84	195.99	157.32	171.98	195.27	161.75
peak401	chr1	43852397	43893614	.	41218	289.37	301.61	312.73	290.24	305.66	310	317.7	368.82
peak402	chr1	43897133	43936415	.	39283	272.51	277.11	312.73	292.49	281.38	291.38	334.59	325.55
peak403	chr1	44014574	44037912	.	23339	361.27	391.16	359.5	359.81	342.51	347.25	356.76	331.74
peak404	chr1	44039334	44072224	.	32891	416.31	422.42	433.79	461.54	404.55	417.35	385.25	401.79
peak405	chr1	44115613	44119169	.	3557	41.72	49	35.77	44.13	50.34	44.91	39.05	28.85
peak406	chr1	44183280	44211004	.	27725	1815.24	1811.35	1717.72	1806.53	2210.61	2195.22	1972.71	2087.26
peak407	chr1	44213556	44236072	.	22517	1026.12	980.87	1052.83	1021.08	1079.69	983.69	963.66	982.85
peak408	chr1	44238786	44244903	.	6118	159.78	158.83	165.08	146.62	155.53	171.98	157.27	160.72
peak409	chr1	44248596	44265302	.	16707	133.15	125.88	139.4	124.18	94.39	106.26	125.6	104.05
peak414	chr1	44548289	44556555	.	8267	171.32	159.68	159.57	160.08	138.44	178.55	178.38	176.17
peak415	chr1	44821028	44825796	.	4769	73.67	60.83	73.37	62.09	74.62	73.39	80.22	74.18
peak417	chr1	45560389	45563262	.	2874	22.19	18.59	19.26	25.43	17.08	24.1	15.83	16.48
peak418	chr1	45753390	45797967	.	44578	1498.35	1468.34	1448.1	1513.3	1610.09	1665.04	1576.9	1639.11
peak419	chr1	45831677	45883384	.	51708	592.95	604.91	636.47	653.79	578.95	564.14	618.52	588.27
peak420	chr1	45885444	45892752	.	7309	67.46	62.52	51.36	68.07	56.64	43.82	48.55	52.54
peak422	chr1	45918698	45932575	.	13878	616.03	631.1	642.89	608.16	638.28	702.16	639.63	657.29
peak425	chr1	46759860	46766397	.	6538	58.58	70.12	73.37	70.32	64.73	74.49	70.72	58.72
peak426	chr1	46767611	46806365	.	38755	591.17	593.93	576.85	626.86	561.87	587.14	553.08	554.27
peak428	chr1	46868560	46892092	.	23533	222.8	245.01	251.28	247.6	222.95	266.19	233.26	246.23
peak429	chr1	46897370	46912436	.	15067	110.96	114.05	112.8	142.13	126.76	132.55	122.44	146.29
peak430	chr1	46922772	46950692	.	27921	519.27	531.41	506.24	489.97	568.16	558.66	528.8	555.3
peak431	chr1	46954859	46987202	.	32344	661.3	683.48	745.6	694.19	804.6	715.31	761.01	763.41
peak433	chr1	48548097	48551199	.	3103	14.2	13.52	7.34	12.72	20.68	23	14.78	12.36
peak437	chr1	50828538	50837397	.	8860	68.35	59.14	53.19	71.81	53.04	43.82	51.72	50.48
peak438	chr1	50837682	50874161	.	36480	343.52	329.49	334.74	323.16	293.97	280.43	305.04	292.59
peak439	chr1	50884548	50899004	.	14457	213.03	228.11	206.35	204.96	183.39	196.08	221.65	187.5
peak440	chr1	50907527	50937436	.	29910	2935.44	3092.14	3097.95	2999.66	4315.15	4311.57	3822.99	3992.17
peak441	chr1	50941935	51382382	.	440448	10239.88	10280.95	10456.74	10103.11	10402.2	10526.98	10086.28	10375.52
peak442	chr1	51387753	51466929	.	79177	888.53	904.83	883.16	898.4	816.28	819.37	783.17	829.34
peak443	chr1	51482450	51511857	.	29408	220.14	228.95	228.36	237.13	194.18	216.89	237.49	194.71
peak444	chr1	51537806	51563906	.	26101	141.14	135.18	162.33	145.12	158.22	148.98	134.05	143.2
peak445	chr1	51598005	51623783	.	25779	488.21	468.89	515.41	477.25	425.22	483.08	411.64	460.52
peak446	chr1	51626605	51711258	.	84654	924.04	920.88	980.38	909.62	837.86	866.48	898.22	805.65
peak447	chr1	51718660	51867329	.	148670	1396.27	1423.57	1406.83	1425.03	1204.65	1254.26	1254.98	1217.74
peak448	chr1	51870445	51929400	.	58956	1505.45	1633.09	1602.17	1537.98	1687.4	1734.05	1664.51	1700.92
peak449	chr1	51941416	52002299	.	60884	819.3	814.43	798.79	865.49	739.87	739.41	793.73	716.01
peak450	chr1	52234503	52267206	.	32704	324.88	328.65	349.41	382.25	320.04	312.19	291.32	363.67
peak451	chr1	52269708	52302631	.	32924	313.34	278.8	318.23	287.25	288.58	276.05	271.26	262.71
peak452	chr1	52308799	52326170	.	17372	91.43	96.31	85.29	81.54	72.82	71.2	112.94	83.45
peak453	chr1	52332240	52363941	.	31702	291.15	295.7	279.71	303.71	231.94	251.95	267.04	260.65
peak454	chr1	52374704	52389308	.	14605	116.28	123.35	113.72	109.21	106.08	100.78	104.49	115.39
peak455	chr1	52392543	52399091	.	6549	51.48	53.23	51.36	45.63	42.25	39.44	53.83	58.72
peak456	chr1	52403172	52428100	.	24929	163.33	156.3	159.57	147.37	129.45	148.98	138.27	146.29
peak457	chr1	52435290	52449742	.	14453	96.75	100.54	99.05	114.45	78.21	76.68	101.33	84.48
peak458	chr1	52503509	52514289	.	10781	57.7	54.07	63.28	62.09	48.55	47.1	45.39	47.39
peak459	chr1	52522681	52576804	.	54124	352.4	347.23	337.49	353.83	310.15	319.86	311.37	332.77
peak460	chr1	52581463	52589335	.	7873	29.29	26.19	33.93	26.93	26.07	32.86	38	31.94
peak461	chr1	52599602	52603372	.	3771	12.43	16.05	16.51	9.72	17.08	14.24	10.55	15.45
peak462	chr1	52606867	52628338	.	21472	72.79	78.57	64.2	75.55	72.82	56.96	68.61	81.39
peak463	chr1	52663284	52704868	.	41585	149.12	158.83	142.15	150.36	160.92	119.4	137.21	130.84
peak464	chr1	52712004	52745864	.	33861	340.86	356.53	318.23	362.05	297.57	282.62	318.76	314.22
peak465	chr1	52754831	52778778	.	23948	184.63	202.76	213.68	234.14	151.03	154.45	187.88	168.96
peak466	chr1	52819663	52845240	.	25578	154.45	201.92	159.57	183.27	133.95	165.41	170.99	164.84
peak467	chr1	52922244	53131085	.	208842	5228.23	5203.42	5234.79	5231.08	5149.41	5129.85	4962.92	4978.11
peak468	chr1	53135090	53153965	.	18876	130.48	138.55	131.14	138.39	119.57	107.35	138.27	109.21
peak469	chr1	53162717	53178274	.	15558	105.63	125.04	138.48	109.21	96.19	119.4	112.94	95.81
peak470	chr1	53326984	53340314	.	13331	201.5	201.92	204.51	210.95	178	165.41	185.77	203.99
peak471	chr1	53351596	53371035	.	19440	920.49	837.24	827.22	841.55	853.14	848.95	843.34	813.89
peak472	chr1	53373863	53387880	.	14018	389.68	379.34	420.95	423.39	406.34	375.73	400.03	386.34
peak473	chr1	53390224	53504618	.	114395	2694.01	2656.2	2826.49	2744.58	2530.65	2546.85	2620.79	2492.14
peak474	chr1	53508655	53550322	.	41668	654.19	728.26	700.66	682.22	627.49	598.1	685.01	580.02
peak475	chr1	53551791	53746067	.	194277	3870.14	3791.68	3820.63	3877.87	3644.5	3462.62	3544.34	3524.44
peak476	chr1	53801853	53822893	.	21041	37.28	40.55	47.69	38.9	51.24	37.24	59.11	56.66
peak477	chr1	53827891	53837104	.	9214	20.42	35.48	25.68	39.65	17.98	17.53	36.94	22.67
peak479	chr1	53851250	53874569	.	23320	55.03	64.21	66.95	77.8	70.12	53.68	89.72	75.21
peak480	chr1	53892153	54169999	.	277847	2770.34	2754.2	2859.51	2791.71	2482.11	2490.98	2541.62	2486.99
peak481	chr1	54179331	54209924	.	30594	2131.24	2058.89	2003.86	2001.77	2429.07	2573.14	2308.36	2448.87
peak482	chr1	54216483	54321740	.	105258	1509	1571.42	1601.25	1534.24	1491.42	1539.06	1394.3	1468.09
peak483	chr1	54323842	54381536	.	57695	443.82	448.61	438.37	469.02	376.68	353.82	425.36	406.94
peak484	chr1	54406247	54413797	.	7551	51.48	54.92	56.86	63.58	82.71	65.73	72.83	69.03
peak485	chr1	54440031	54478646	.	38616	790	817.81	861.15	855.76	836.06	862.09	840.17	884.97
peak486	chr1	54492274	54518439	.	26166	60.36	58.29	75.2	55.36	79.11	74.49	72.83	79.33
peak487	chr1	54531433	54536468	.	5036	14.2	30.41	19.26	26.93	17.98	13.15	22.17	24.73
peak488	chr1	54551993	54604336	.	52344	796.22	835.55	814.38	811.63	742.57	729.55	799.01	700.56
peak489	chr1	54612328	54638767	.	26440	137.59	154.61	154.07	142.88	125.86	108.45	139.32	125.69
peak490	chr1	54890088	54895951	.	5864	43.49	51.54	54.11	55.36	56.64	54.77	42.22	49.45
peak491	chr1	54927396	54933812	.	6417	38.17	29.57	45.85	40.39	35.06	29.58	50.66	40.18
peak492	chr1	54935185	54981502	.	46318	213.03	226.42	226.52	225.91	160.92	182.94	197.38	188.53
peak493	chr1	55034300	55040207	.	5908	14.2	15.21	19.26	15.71	18.88	10.95	15.83	19.57
peak494	chr1	55043198	55051556	.	8359	51.48	50.69	56.86	63.58	65.63	44.91	64.38	48.42
peak495	chr1	55097249	55129582	.	32334	244.99	243.32	249.45	258.82	202.27	207.03	233.26	184.41
peak496	chr1	55162790	55167567	.	4778	18.64	21.12	12.84	12.72	14.38	18.62	28.5	20.6
peak497	chr1	55170454	55175388	.	4935	7.99	12.67	7.34	6.73	7.19	8.76	14.78	13.39
peak498	chr1	55179891	55203226	.	23336	70.12	67.59	82.54	58.35	65.63	59.15	73.88	52.54
peak499	chr1	55218553	55237477	.	18925	663.07	654.76	685.07	636.59	820.78	788.7	759.95	771.65
peak500	chr1	55260302	55413291	.	152990	985.29	1039.16	965.7	968.72	1018.55	1023.12	1035.44	1001.39
peak501	chr1	55428931	55448560	.	19630	188.18	182.49	203.6	194.49	142.94	187.32	187.88	179.26
peak502	chr1	55459954	55464879	.	4926	23.97	28.72	32.1	35.16	25.17	25.19	32.72	24.73
peak504	chr1	55497218	55504894	.	7677	23.97	20.28	16.51	23.19	21.58	12.05	25.33	25.76
peak505	chr1	55515758	55533179	.	17422	75.45	89.55	88.96	90.51	69.22	84.35	74.94	82.42
peak506	chr1	55538123	55559216	.	21094	80.78	63.36	66.95	72.56	77.31	64.63	90.77	65.94
peak507	chr1	55560818	55570847	.	10030	47.05	43.09	36.68	46.38	43.15	28.48	45.39	35.03
peak508	chr1	55574322	55605709	.	31388	100.3	98.85	106.38	95	71.92	92.02	100.27	101.99
peak509	chr1	55608702	55693514	.	84813	305.35	303.3	299.89	304.45	260.71	262.9	306.09	299.8
peak510	chr1	55702944	55713223	.	10280	31.96	41.4	36.68	32.17	31.46	24.1	41.16	23.7
peak511	chr1	55720111	55722977	.	2867	15.09	16.9	19.26	15.71	11.69	15.34	21.11	13.39
peak512	chr1	55736326	55748823	.	12498	78.11	78.57	101.8	104.73	87.2	110.64	77.05	99.93
peak513	chr1	55752224	55774450	.	22227	174.87	174.88	165.08	146.62	157.32	163.22	163.6	175.14
peak514	chr1	55784331	55863049	.	78719	1320.82	1279.1	1406.83	1327.03	1297.24	1166.62	1205.37	1221.86
peak515	chr1	55863972	55906387	.	42416	1083.82	1142.23	1058.33	1090.65	1041.03	1053.79	972.11	979.76
peak516	chr1	55908785	55979443	.	70659	858.35	903.99	905.18	881.95	801	802.94	801.12	787.1
peak517	chr1	56957536	56992941	.	35406	2737.5	2679.01	2720.11	2689.22	3680.46	3773.72	3353.3	3579.04
peak518	chr1	57203345	57208045	.	4701	45.27	82.8	55.94	66.58	45.85	50.39	54.89	72.12
peak519	chr1	57283716	57288490	.	4775	34.62	37.17	31.18	35.16	17.08	30.67	23.22	19.57
peak520	chr1	57296937	57305480	.	8544	81.66	94.62	94.46	87.52	90.8	75.58	85.49	71.09
peak521	chr1	57316640	57356013	.	39374	969.31	935.25	949.2	992.66	1019.45	991.35	934.11	911.76
peak522	chr1	57366529	57372101	.	5573	21.3	16.9	22.01	23.94	24.27	24.1	20.05	17.51
peak523	chr1	57419640	57466199	.	46560	1230.28	1294.31	1266.51	1234.28	1263.08	1264.11	1145.21	1154.9
peak524	chr1	57469413	57498074	.	28662	434.95	381.03	415.45	417.41	375.78	337.39	386.31	350.28
peak525	chr1	57501711	57517772	.	16062	213.03	247.54	212.77	241.62	176.2	192.79	217.43	183.38
peak526	chr1	57520986	57532740	.	11755	149.12	142.78	141.23	164.57	137.55	130.35	124.55	125.69
peak527	chr1	57535865	57540545	.	4681	50.6	41.4	59.61	40.39	39.56	38.34	44.33	39.15
peak528	chr1	57543829	57562349	.	18521	253.87	239.94	218.27	222.92	215.76	196.08	250.15	211.2
peak529	chr1	57636095	57677392	.	41298	489.98	530.56	530.08	519.14	439.61	464.46	486.58	497.6
peak530	chr1	57680365	57691837	.	11473	94.98	97.16	90.79	100.24	87.2	112.83	118.22	107.14
peak531	chr1	57694151	57711995	.	17845	270.73	266.13	267.79	233.39	247.22	281.52	253.32	233.86
peak532	chr1	57717558	57726026	.	8469	161.55	143.62	140.32	149.61	127.66	141.31	139.32	143.2
peak533	chr1	57738146	57753678	.	15533	427.85	426.65	435.62	421.9	407.24	451.31	397.92	379.13
peak534	chr1	57766798	57795322	.	28525	2203.14	2173.79	2026.79	2116.22	2562.12	2615.86	2403.35	2578.68
peak535	chr1	57800374	57826911	.	26538	567.21	601.53	610.79	548.32	548.38	554.28	591.08	553.24
peak536	chr1	57833378	57846827	.	13450	64.8	53.23	67.87	67.32	64.73	74.49	65.44	62.84
peak537	chr1	57853817	57952558	.	98742	3301.15	3311.8	3232.77	3297.39	3515.95	3589.69	3333.24	3287.49
peak538	chr1	57968918	57998186	.	29269	518.39	461.29	504.4	492.96	444.1	466.65	476.03	447.12
peak539	chr1	58029210	58214052	.	184843	5497.19	5538.82	5536.52	5462.23	5694.2	5664.41	5309.12	5297.48
peak540	chr1	58218376	58299244	.	80869	3236.36	3209.58	3272.2	3201.64	3473.69	3513.01	3280.47	3385.36
peak541	chr1	58303761	58324144	.	20384	111.84	114.05	131.14	124.92	119.57	130.35	127.71	103.02
peak542	chr1	58328776	58353339	.	24564	374.59	381.03	426.45	385.99	374.88	402.02	349.37	371.92
peak543	chr1	58354523	58359165	.	4643	37.28	35.48	41.27	35.16	53.94	28.48	30.61	47.39
peak544	chr1	58366277	58388484	.	22208	367.49	358.22	373.26	348.59	326.33	331.91	303.98	329.68
peak545	chr1	58510550	58514899	.	4350	5.33	4.22	12.84	7.48	6.29	10.95	9.5	8.24
