peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27ac_Rep1_S5	Arm_P14_Day30_H3K27ac_Rep2_S6	Arm_P14_Day30_H3K27ac_Rep3_S7	Arm_P14_Day30_H3K27ac_Rep4_S8
peak443	chr1	52018919	52020619	.	1701	240.95	243.79	249.6	201.42
peak444	chr1	52021813	52023321	.	1509	258.16	221.9	218.93	220.6
peak445	chr1	52032745	52033644	.	900	99.17	110.45	97.11	103.91
peak446	chr1	52034315	52036182	.	1868	317.17	320.41	291.34	295.74
peak447	chr1	52039044	52041589	.	2546	247.5	234.84	208.71	241.38
peak448	chr1	52052083	52054522	.	2440	219.64	240.81	227.45	180.64
peak449	chr1	52055142	52056712	.	1571	149.16	164.19	145.67	151.07
peak450	chr1	52057982	52058608	.	627	59.01	53.73	50.26	55.95
peak451	chr1	52058982	52060043	.	1062	51.63	52.74	42.59	41.56
peak452	chr1	52065664	52068347	.	2684	137.68	112.44	123.52	137.48
peak453	chr1	52075421	52080571	.	5151	287.66	338.32	294.75	290.14
peak454	chr1	52082732	52083831	.	1100	62.29	48.76	51.11	49.56
peak455	chr1	52095159	52096806	.	1648	54.91	48.76	60.48	64.74
peak456	chr1	52099708	52101499	.	1792	41.8	46.77	60.48	48.76
peak457	chr1	52112907	52114202	.	1296	77.86	64.68	63.89	71.94
peak458	chr1	52116212	52117583	.	1372	54.91	53.73	52.82	38.37
peak459	chr1	52118502	52121174	.	2673	209.81	202	180.6	198.22
peak460	chr1	52129025	52130393	.	1369	19.67	19.9	21.3	17.58
peak461	chr1	52141626	52144524	.	2899	99.99	116.42	95.41	98.31
peak462	chr1	52149040	52151414	.	2375	29.5	21.89	34.08	17.58
peak463	chr1	52220600	52222026	.	1427	23.77	28.86	33.22	30.37
peak464	chr1	52226263	52226938	.	676	28.68	35.82	37.48	31.97
peak465	chr1	52230001	52230637	.	637	18.03	19.9	35.78	25.58
peak466	chr1	52230846	52234114	.	3269	219.64	232.85	253.01	246.18
peak467	chr1	52363236	52365039	.	1804	195.87	210.96	192.52	183.04
peak468	chr1	52365788	52367734	.	1947	185.22	189.06	159.3	178.24
peak469	chr1	52374279	52376587	.	2309	441.74	432.86	410.6	381.26
peak470	chr1	52387534	52389522	.	1989	55.73	47.76	47.71	35.17
peak471	chr1	52391829	52393492	.	1664	11.47	13.93	19.59	13.59
peak472	chr1	52419193	52420520	.	1328	5.74	5.97	8.52	3.2
peak474	chr1	52430171	52431606	.	1436	10.65	3.98	6.82	3.2
peak475	chr1	52450373	52451605	.	1233	31.14	28.86	34.08	25.58
peak476	chr1	52454093	52455298	.	1206	13.11	14.93	15.33	15.99
peak477	chr1	52491008	52494475	.	3468	76.22	79.61	75.82	63.94
peak478	chr1	52494775	52500128	.	5354	158.99	157.22	184.01	142.27
peak479	chr1	52500645	52502591	.	1947	73.76	85.58	84.34	78.33
peak480	chr1	52511456	52512661	.	1206	27.86	16.92	23	19.98
peak483	chr1	52576592	52580832	.	4241	252.42	253.74	244.49	223.8
peak484	chr1	52597600	52598922	.	1323	13.11	19.9	21.3	30.37
peak485	chr1	52606701	52608494	.	1794	155.71	162.2	116.71	136.68
peak486	chr1	52630314	52632222	.	1909	87.69	88.56	108.19	100.71
peak487	chr1	52649731	52655497	.	5767	667.93	601.02	616.76	635.43
peak488	chr1	52678503	52680101	.	1599	27.05	13.93	25.56	21.58
peak490	chr1	52725269	52727941	.	2673	41.8	29.85	37.48	43.16
peak491	chr1	52752914	52754639	.	1726	56.55	54.73	61.34	48.76
peak492	chr1	52763571	52764893	.	1323	13.11	17.91	16.19	11.99
peak493	chr1	52798024	52801874	.	3851	585.98	568.19	536.68	566.69
peak494	chr1	52815865	52818440	.	2576	120.47	119.41	103.08	119.89
peak495	chr1	52823636	52824871	.	1236	11.47	9.95	7.67	10.39
peak497	chr1	52844120	52846141	.	2022	176.2	152.25	183.15	164.65
peak498	chr1	52879378	52880771	.	1394	6.56	2.99	11.93	4
peak499	chr1	52900659	52902857	.	2199	17.21	20.9	22.15	22.38
peak500	chr1	52923262	52925271	.	2010	40.98	34.83	29.82	28.77
peak501	chr1	52951011	52953230	.	2220	18.03	17.91	16.19	18.38
peak502	chr1	53048284	53051584	.	3301	23.77	33.83	27.26	20.78
peak503	chr1	53149287	53150833	.	1547	11.47	12.94	9.37	10.39
peak505	chr1	53258162	53259208	.	1047	15.57	7.96	9.37	14.39
peak506	chr1	53263930	53265913	.	1984	22.13	26.87	24.7	20.78
peak507	chr1	53296326	53298042	.	1717	97.53	119.41	86.89	104.71
peak508	chr1	53312758	53314384	.	1627	170.47	178.12	152.49	184.64
peak509	chr1	53351395	53353070	.	1676	55.73	64.68	46	65.54
peak511	chr1	53772769	53777152	.	4384	704	674.66	724.09	644.23
peak512	chr1	53781015	53782655	.	1641	230.29	177.12	231.71	214.21
peak513	chr1	53784080	53784768	.	689	112.28	95.53	109.89	83.13
peak514	chr1	53790953	53792731	.	1779	221.28	219.91	236.82	183.84
peak515	chr1	53795146	53798368	.	3223	273.73	305.49	310.93	282.95
peak517	chr1	53823180	53825751	.	2572	210.62	202.99	201.04	187.03
peak518	chr1	53837470	53839228	.	1759	27.05	22.89	16.19	15.99
peak519	chr1	53842690	53843551	.	862	40.98	39.8	46.85	43.16
peak520	chr1	53844450	53847548	.	3099	281.93	264.69	281.12	246.98
peak521	chr1	53850241	53852641	.	2401	314.71	295.54	286.23	315.72
peak522	chr1	53856462	53857580	.	1119	20.49	14.93	18.74	10.39
peak523	chr1	53875214	53876706	.	1493	15.57	24.88	26.41	27.18
peak524	chr1	53882390	53884027	.	1638	36.06	42.79	51.96	40.76
peak525	chr1	53886391	53887825	.	1435	17.21	11.94	19.59	11.99
peak527	chr1	53888858	53890723	.	1866	58.19	49.75	41.74	55.15
peak529	chr1	53905979	53907478	.	1500	11.47	14.93	7.67	7.19
peak530	chr1	53935629	53937356	.	1728	25.41	25.87	32.37	31.17
peak531	chr1	53939940	53941090	.	1151	18.03	15.92	13.63	10.39
peak532	chr1	53944901	53946695	.	1795	36.88	49.75	39.19	39.96
peak533	chr1	54250097	54251553	.	1457	9.02	12.94	10.22	8.79
peak534	chr1	54279173	54280414	.	1242	3.28	1	3.41	5.6
peak536	chr1	54420900	54423105	.	2206	77.86	73.64	57.93	67.94
peak537	chr1	54437969	54439609	.	1641	85.23	89.56	81.78	72.74
peak538	chr1	54490781	54494779	.	3999	426.99	395.04	405.49	382.06
peak539	chr1	54503758	54504993	.	1236	9.83	8.96	4.26	2.4
peak540	chr1	54556393	54558521	.	2129	31.96	26.87	35.78	36.77
peak542	chr1	54584434	54586520	.	2087	111.46	133.34	124.37	119.09
peak543	chr1	54599894	54601545	.	1652	22.13	17.91	24.7	23.98
peak544	chr1	54660117	54661431	.	1315	55.73	39.8	51.11	54.35
peak545	chr1	54710057	54711502	.	1446	25.41	12.94	13.63	15.99
peak546	chr1	54738132	54739303	.	1172	32.78	21.89	26.41	19.98
peak548	chr1	54747425	54749906	.	2482	36.88	31.84	40.89	27.98
peak549	chr1	54798053	54801432	.	3380	105.72	97.52	92	91.92
peak550	chr1	54820287	54821862	.	1576	31.14	32.84	33.22	38.37
peak551	chr1	54827617	54829236	.	1620	45.08	48.76	42.59	60.75
peak552	chr1	54835055	54837320	.	2266	164.73	143.29	167.82	148.67
peak553	chr1	54839782	54842785	.	3004	237.67	191.05	195.08	215.01
peak554	chr1	54846269	54848127	.	1859	133.59	119.41	135.45	135.08
peak555	chr1	54852503	54855107	.	2605	106.54	109.46	102.23	105.51
peak556	chr1	54859442	54861304	.	1863	88.51	81.6	86.04	79.93
peak557	chr1	54865026	54866676	.	1651	63.93	60.7	46	43.16
peak558	chr1	54867218	54868282	.	1065	46.71	45.77	40.04	35.97
peak559	chr1	54870431	54872866	.	2436	325.36	288.57	292.19	291.74
peak560	chr1	54881083	54884217	.	3135	240.13	210.96	211.27	224.6
peak561	chr1	54888177	54889766	.	1590	64.74	54.73	51.96	55.15
peak562	chr1	54896028	54898703	.	2676	245.05	267.67	241.08	227
peak563	chr1	54901409	54902332	.	924	71.3	64.68	69	65.54
peak564	chr1	54906405	54908027	.	1623	84.41	102.49	108.19	101.51
peak565	chr1	54912324	54915800	.	3477	591.72	546.29	554.57	561.9
peak566	chr1	54921416	54925819	.	4404	523.69	526.39	530.72	519.54
peak567	chr1	55025777	55030163	.	4387	610.57	602.02	632.94	573.89
peak568	chr1	55030893	55031654	.	762	13.11	22.89	20.45	19.18
peak569	chr1	55042377	55043953	.	1577	25.41	34.83	33.22	24.78
peak570	chr1	55051657	55053800	.	2144	161.45	166.18	159.3	147.07
peak571	chr1	55086358	55089780	.	3423	92.61	87.57	92.85	105.51
peak572	chr1	55130259	55133161	.	2903	114.74	109.46	96.26	123.89
peak573	chr1	55149276	55150559	.	1284	40.98	43.78	44.3	51.15
peak574	chr1	55208483	55210925	.	2443	95.07	83.59	93.71	97.51
peak575	chr1	55214868	55216448	.	1581	57.37	64.68	53.67	72.74
peak576	chr1	55236640	55239635	.	2996	78.68	64.68	64.74	62.34
peak577	chr1	55240631	55242090	.	1460	22.95	26.87	34.08	20.78
peak580	chr1	55372027	55373299	.	1273	1.64	1	0.85	4
peak581	chr1	55404395	55407019	.	2625	33.6	47.76	26.41	39.17
peak582	chr1	55445923	55447322	.	1400	4.92	14.93	11.93	8.79
peak585	chr1	57376807	57378900	.	2094	76.22	61.69	71.56	59.95
peak586	chr1	57405670	57407975	.	2306	155.71	136.32	134.6	151.86
peak587	chr1	57435932	57437468	.	1537	13.11	12.94	13.63	20.78
peak588	chr1	57839362	57840921	.	1560	4.1	1.99	1.7	0
peak589	chr1	57968761	57970510	.	1750	58.19	86.57	79.22	63.14
peak590	chr1	57995294	57997537	.	2244	51.63	49.75	52.82	38.37
peak592	chr1	58194857	58196177	.	1321	9.83	3.98	5.96	12.79
peak593	chr1	58300493	58301716	.	1224	18.85	18.91	22.15	11.19
peak594	chr1	58302831	58304747	.	1917	50.81	60.7	74.11	64.74
peak595	chr1	58310593	58312322	.	1730	10.65	7.96	9.37	13.59
peak596	chr1	58391760	58394535	.	2776	103.26	109.46	106.48	107.1
peak597	chr1	58407530	58409457	.	1928	25.41	25.87	31.52	35.17
peak599	chr1	58422444	58424700	.	2257	232.75	255.73	252.16	264.56
peak600	chr1	58439655	58440598	.	944	9.83	9.95	16.19	17.58
peak601	chr1	58444444	58446934	.	2491	267.99	260.71	259.82	256.57
peak602	chr1	58453747	58455277	.	1531	40.98	39.8	47.71	38.37
peak603	chr1	58503717	58505896	.	2180	76.22	61.69	70.71	86.32
peak604	chr1	58585446	58587365	.	1920	121.29	138.31	135.45	119.89
peak605	chr1	58651396	58654020	.	2625	569.59	537.34	536.68	537.12
peak606	chr1	58669415	58670986	.	1572	49.99	46.77	51.11	63.14
peak607	chr1	58710329	58712738	.	2410	535.99	553.26	519.64	504.35
peak608	chr1	58715408	58716950	.	1543	171.29	164.19	185.71	136.68
peak609	chr1	58719345	58720089	.	745	68.02	72.64	71.56	71.14
peak610	chr1	58720369	58721386	.	1018	120.47	120.4	146.52	127.09
peak611	chr1	58721696	58723012	.	1317	87.69	109.46	106.48	72.74
peak612	chr1	58733750	58734857	.	1108	19.67	19.9	16.19	15.99
peak613	chr1	58738994	58740333	.	1340	49.99	32.84	35.78	45.56
peak614	chr1	58742127	58743891	.	1765	40.16	36.82	29.82	35.17
peak615	chr1	58773107	58774778	.	1672	44.26	42.79	41.74	45.56
peak616	chr1	58794862	58798273	.	3412	346.67	386.09	329.68	358.88
peak617	chr1	58801931	58805259	.	3329	460.59	458.73	465.98	410.83
peak618	chr1	58806090	58807225	.	1136	89.33	68.66	96.26	92.72
peak619	chr1	58820551	58824067	.	3517	64.74	63.68	59.63	71.94
peak620	chr1	58859307	58861866	.	2560	145.88	121.4	125.23	118.29
peak622	chr1	58910562	58912622	.	2061	40.98	33.83	28.96	34.37
peak624	chr1	58953473	58954463	.	991	31.96	46.77	36.63	44.76
peak625	chr1	58955240	58957337	.	2098	158.99	141.3	135.45	123.89
peak626	chr1	58972408	58974550	.	2143	81.14	80.6	96.26	98.31
peak627	chr1	59119248	59121160	.	1913	56.55	54.73	40.04	52.75
peak628	chr1	59137404	59138632	.	1229	4.92	4.98	4.26	7.19
peak629	chr1	59150315	59151983	.	1669	8.2	6.97	7.67	9.59
peak631	chr1	59171717	59174558	.	2842	5.74	6.97	15.33	15.19
peak632	chr1	59179594	59180780	.	1187	4.92	2.99	11.93	9.59
peak633	chr1	59188807	59190493	.	1687	7.38	8.96	6.82	5.6
peak634	chr1	59213460	59215239	.	1780	29.5	26.87	31.52	25.58
peak635	chr1	59236374	59238595	.	2222	118.84	116.42	109.04	103.91
peak636	chr1	59481185	59482601	.	1417	9.83	6.97	8.52	10.39
peak637	chr1	59564825	59566413	.	1589	4.92	2.99	3.41	1.6
peak638	chr1	59601133	59603613	.	2481	130.31	149.26	138.86	143.87
peak639	chr1	59607703	59609541	.	1839	142.6	127.37	109.04	134.28
peak640	chr1	59668363	59671831	.	3469	276.19	278.62	246.19	275.75
peak641	chr1	59684196	59686723	.	2528	133.59	157.22	137.15	127.89
peak642	chr1	59762014	59763544	.	1531	17.21	17.91	15.33	19.98
peak644	chr1	59894923	59896457	.	1535	11.47	23.88	16.19	14.39
peak645	chr1	59912142	59916287	.	4146	199.15	206.97	213.82	226.2
peak646	chr1	59917030	59918563	.	1534	57.37	48.76	54.52	51.95
peak647	chr1	59921375	59922152	.	778	30.32	35.82	32.37	31.97
peak648	chr1	59922804	59924728	.	1925	82.77	85.58	91.15	78.33
peak649	chr1	60015911	60017671	.	1761	95.89	72.64	84.34	83.93
peak650	chr1	60070005	60071766	.	1762	59.01	70.65	57.93	59.95
peak652	chr1	60074179	60076485	.	2307	67.2	67.66	46.85	59.95
peak653	chr1	60097075	60099053	.	1979	113.1	92.54	89.45	88.72
peak654	chr1	60157943	60159546	.	1604	18.85	29.85	34.08	25.58
peak655	chr1	60179316	60180842	.	1527	128.67	113.44	121.82	129.48
peak656	chr1	60235620	60237424	.	1805	18.85	23.88	28.96	20.78
peak658	chr1	60342624	60344499	.	1876	129.49	145.28	120.11	120.69
peak660	chr1	60360777	60362154	.	1378	18.85	10.95	13.63	18.38
peak661	chr1	60407826	60410864	.	3039	60.65	80.6	67.3	67.94
peak662	chr1	60416088	60417849	.	1762	42.62	45.77	38.33	55.15
peak664	chr1	60460138	60462351	.	2214	131.13	137.32	134.6	127.89
peak665	chr1	60481883	60484791	.	2909	149.16	148.27	131.19	131.08
peak668	chr1	60530144	60532548	.	2405	190.14	172.15	171.23	169.45
peak669	chr1	60538883	60540229	.	1347	41.8	43.78	42.59	48.76
peak670	chr1	60565101	60566409	.	1309	51.63	44.78	35.78	51.95
peak671	chr1	60567083	60569560	.	2478	76.22	70.65	67.3	69.54
peak674	chr1	60651740	60653182	.	1443	12.29	15.92	21.3	11.99
peak676	chr1	60701968	60703594	.	1627	31.96	25.87	29.82	27.18
peak677	chr1	60745421	60749941	.	4521	850.69	846.81	829.73	831.26
peak678	chr1	60755618	60756353	.	736	86.05	94.53	79.22	75.93
peak679	chr1	60758002	60759046	.	1045	181.94	164.19	149.93	187.03
peak680	chr1	60759344	60762129	.	2786	383.55	387.08	365.45	368.47
peak681	chr1	60775652	60778317	.	2666	145.06	163.19	146.52	133.48
peak682	chr1	60778765	60779984	.	1220	74.58	76.62	62.19	71.14
peak683	chr1	60781228	60782442	.	1215	59.01	44.78	57.93	45.56
peak684	chr1	60810591	60812647	.	2057	49.17	38.81	31.52	28.77
peak687	chr1	60874381	60876160	.	1780	24.59	20.9	30.67	27.98
peak688	chr1	60882500	60883937	.	1438	4.1	6.97	5.96	7.99
peak689	chr1	60898027	60900070	.	2044	51.63	55.72	53.67	43.96
peak690	chr1	60908500	60912288	.	3789	153.26	182.1	174.63	154.26
peak691	chr1	60912869	60914125	.	1257	28.68	16.92	21.3	21.58
peak692	chr1	60915928	60917591	.	1664	63.11	76.62	66.45	74.33
peak693	chr1	60940501	60942645	.	2145	24.59	22.89	26.41	24.78
peak694	chr1	60977485	60980764	.	3280	337.66	322.4	304.97	310.92
peak695	chr1	60984820	60985590	.	771	31.14	30.85	35.78	30.37
peak696	chr1	60989301	60991311	.	2011	135.23	121.4	112.45	135.08
peak697	chr1	61024252	61025109	.	858	48.35	47.76	49.41	35.97
peak698	chr1	61026769	61031887	.	5119	404.86	400.02	370.57	401.24
peak699	chr1	61038927	61040480	.	1554	40.16	20.9	30.67	31.17
peak700	chr1	61045579	61047916	.	2338	220.46	228.87	250.45	241.38
peak701	chr1	61049983	61051136	.	1154	63.11	49.75	61.34	40.76
peak702	chr1	61067527	61068867	.	1341	36.88	31.84	34.08	30.37
peak703	chr1	61135276	61138565	.	3290	197.51	206.97	224.9	218.21
peak705	chr1	61401983	61403491	.	1509	35.24	26.87	30.67	30.37
peak706	chr1	61421453	61425216	.	3764	155.71	132.34	163.56	114.3
peak707	chr1	62199963	62202188	.	2226	10.65	1.99	11.07	7.99
peak708	chr1	62795524	62796603	.	1080	24.59	13.93	21.3	29.57
peak709	chr1	62812726	62814874	.	2149	46.71	50.75	37.48	43.96
peak710	chr1	62823462	62825048	.	1587	16.39	12.94	11.07	13.59
peak711	chr1	62829255	62830446	.	1192	29.5	25.87	31.52	17.58
peak712	chr1	62833779	62835282	.	1504	47.53	39.8	57.93	45.56
peak713	chr1	62871932	62873571	.	1640	57.37	37.81	49.41	67.94
peak714	chr1	62874649	62877714	.	3066	134.41	114.43	157.6	143.07
peak715	chr1	62896447	62898830	.	2384	95.07	80.6	114.15	117.5
peak716	chr1	62907007	62909690	.	2684	48.35	53.73	41.74	30.37
peak717	chr1	62927091	62929706	.	2616	33.6	20.9	28.96	26.38
peak718	chr1	63047490	63049226	.	1737	24.59	14.93	21.3	22.38
peak720	chr1	63112603	63114033	.	1431	129.49	114.43	117.56	136.68
peak721	chr1	63114264	63116145	.	1882	265.53	260.71	240.23	251.78
peak722	chr1	63128980	63131273	.	2294	34.42	34.83	30.67	32.77
peak723	chr1	63175806	63177967	.	2162	198.33	173.14	170.38	174.24
peak724	chr1	63180839	63181595	.	757	19.67	19.9	19.59	22.38
peak725	chr1	63729989	63731463	.	1475	28.68	47.76	40.04	29.57
peak727	chr1	63995009	63996273	.	1265	32.78	49.75	38.33	42.36
peak728	chr1	63999982	64001418	.	1437	80.32	68.66	69	69.54
peak729	chr1	64003205	64004208	.	1004	25.41	24.88	28.96	23.18
peak734	chr1	64085516	64086815	.	1300	32.78	37.81	28.96	18.38
peak735	chr1	64101128	64102807	.	1680	28.68	38.81	23	27.18
peak736	chr1	64108126	64109802	.	1677	46.71	42.79	65.59	48.76
peak737	chr1	64118823	64122897	.	4075	317.99	316.43	323.71	379.66
peak738	chr1	64135785	64137192	.	1408	9.83	5.97	16.19	11.19
peak739	chr1	64300955	64303763	.	2809	89.33	104.48	94.56	93.52
peak740	chr1	64447786	64449345	.	1560	32.78	33.83	38.33	37.57
peak741	chr1	64480974	64483131	.	2158	66.38	61.69	65.59	69.54
peak742	chr1	64485993	64487147	.	1155	28.68	23.88	28.11	28.77
peak743	chr1	64507472	64509661	.	2190	52.45	67.66	65.59	57.55
peak744	chr1	64526461	64528205	.	1745	188.5	197.02	188.26	192.63
peak745	chr1	64530128	64536140	.	6013	601.55	551.27	648.28	591.47
peak746	chr1	64549046	64550431	.	1386	22.13	24.88	34.93	26.38
peak747	chr1	64555459	64556968	.	1510	36.06	33.83	34.93	30.37
peak748	chr1	64591464	64594372	.	2909	66.38	73.64	69	57.55
peak749	chr1	64602480	64604092	.	1613	45.08	30.85	42.59	40.76
peak750	chr1	64615131	64618422	.	3292	119.65	114.43	147.37	147.87
peak752	chr1	64689896	64691093	.	1198	33.6	19.9	34.93	36.77
peak754	chr1	64736035	64739249	.	3215	70.48	78.61	84.34	97.51
peak755	chr1	64755565	64758192	.	2628	194.23	205.98	156.75	184.64
peak756	chr1	64796590	64798836	.	2247	95.89	83.59	106.48	89.52
peak758	chr1	64949042	64951452	.	2411	104.9	97.52	101.37	87.92
peak759	chr1	64955738	64957740	.	2003	135.23	139.31	130.34	148.67
peak760	chr1	64969817	64971727	.	1911	80.32	94.53	103.93	71.14
peak761	chr1	65177798	65179771	.	1974	65.56	69.65	63.89	75.13
peak762	chr1	65186055	65187719	.	1665	28.68	34.83	40.04	35.97
peak763	chr1	66277834	66280341	.	2508	13.11	9.95	18.74	3.2
peak764	chr1	66551199	66553749	.	2551	9.83	12.94	14.48	7.99
peak766	chr1	66700498	66702587	.	2090	106.54	96.52	105.63	115.1
peak767	chr1	66712583	66714865	.	2283	37.7	23.88	27.26	39.96
peak768	chr1	66758610	66760591	.	1982	37.7	47.76	31.52	25.58
peak769	chr1	66813605	66818538	.	4934	249.14	273.64	249.6	298.13
peak770	chr1	66840872	66842684	.	1813	76.22	60.7	71.56	67.14
peak771	chr1	66861774	66864597	.	2824	202.43	202.99	178.89	175.04
peak772	chr1	66874354	66875664	.	1311	28.68	15.92	22.15	17.58
peak773	chr1	66881649	66883685	.	2037	14.75	11.94	7.67	8.79
peak774	chr1	66895710	66898024	.	2315	76.22	64.68	67.3	55.95
peak775	chr1	66906288	66908513	.	2226	34.42	22.89	24.7	18.38
peak776	chr1	66931369	66933732	.	2364	108.18	101.5	107.34	90.32
peak777	chr1	66979288	66980840	.	1553	7.38	11.94	12.78	7.19
peak778	chr1	66986971	66988661	.	1691	69.66	78.61	69	75.13
peak779	chr1	67037924	67039791	.	1868	109	92.54	103.08	130.28
peak780	chr1	69290334	69292259	.	1926	21.31	25.87	16.19	23.18
peak782	chr1	69495560	69496898	.	1339	31.96	18.91	23.85	18.38
peak783	chr1	69498196	69500193	.	1998	89.33	100.5	86.04	84.72
peak784	chr1	69512946	69514556	.	1611	36.06	42.79	40.89	25.58
peak785	chr1	69544125	69546695	.	2571	58.19	51.74	60.48	55.15
peak786	chr1	69547699	69550447	.	2749	33.6	26.87	31.52	31.97
peak787	chr1	69553334	69556416	.	3083	29.5	29.85	33.22	18.38
peak789	chr1	69637650	69639072	.	1423	9.02	7.96	8.52	10.39
peak790	chr1	69644577	69645416	.	840	5.74	1	5.11	3.2
peak791	chr1	69653133	69655569	.	2437	13.11	17.91	20.45	8.79
peak792	chr1	69656420	69658005	.	1586	21.31	29.85	21.3	15.99
peak793	chr1	69662696	69665120	.	2425	10.65	21.89	22.15	17.58
peak794	chr1	69680546	69681548	.	1003	17.21	16.92	22.15	13.59
peak795	chr1	69681868	69687335	.	5468	94.25	119.41	130.34	106.31
peak796	chr1	69687707	69689251	.	1545	37.7	30.85	34.08	39.96
peak797	chr1	69752171	69753741	.	1571	19.67	47.76	47.71	28.77
peak798	chr1	69758880	69760563	.	1684	62.29	62.69	65.59	64.74
peak799	chr1	69767995	69770073	.	2079	47.53	60.7	53.67	51.15
peak800	chr1	69809893	69812115	.	2223	18.85	16.92	18.74	16.79
peak802	chr1	69830230	69831986	.	1757	12.29	6.97	17.89	7.99
peak804	chr1	71068872	71071394	.	2523	55.73	52.74	62.19	37.57
peak805	chr1	71088044	71090827	.	2784	35.24	25.87	32.37	34.37
peak806	chr1	71097211	71098421	.	1211	46.71	25.87	46.85	44.76
peak807	chr1	71099545	71104118	.	4574	706.45	659.73	747.1	713.76
peak808	chr1	71556240	71558741	.	2502	113.92	119.41	120.11	111.1
peak810	chr1	72225445	72227576	.	2132	75.4	82.59	91.15	85.52
peak811	chr1	72236280	72237798	.	1519	21.31	47.76	37.48	35.97
peak812	chr1	72243497	72245307	.	1811	155.71	159.21	178.04	167.85
peak813	chr1	72254172	72256315	.	2144	131.95	133.34	134.6	143.07
peak814	chr1	72283562	72284791	.	1230	20.49	13.93	20.45	19.18
peak815	chr1	72306456	72308304	.	1849	87.69	99.51	74.97	97.51
peak817	chr1	72449245	72450947	.	1703	7.38	4.98	15.33	6.39
peak819	chr1	72582496	72584221	.	1726	68.02	59.7	69	63.14
peak820	chr1	72710374	72713562	.	3189	209.81	162.2	186.56	221.4
peak821	chr1	73929526	73930985	.	1460	22.95	18.91	16.19	16.79
peak822	chr1	73935301	73937395	.	2095	69.66	58.71	55.37	65.54
peak824	chr1	73966175	73967205	.	1031	1.64	1.99	0.85	3.2
peak825	chr1	74007239	74009257	.	2019	9.02	1.99	3.41	2.4
peak826	chr1	74067318	74069149	.	1832	0	1	0.85	0
peak827	chr1	74123779	74125665	.	1887	16.39	9.95	17.89	18.38
peak829	chr1	74177955	74180699	.	2745	22.95	23.88	17.89	25.58
peak830	chr1	74200375	74201977	.	1603	109.82	88.56	108.19	107.1
peak831	chr1	74226893	74228339	.	1447	46.71	47.76	43.45	39.96
peak832	chr1	74236551	74240838	.	4288	307.33	303.5	310.08	290.94
peak833	chr1	74243719	74244325	.	607	45.89	46.77	45.15	36.77
peak834	chr1	74247495	74248079	.	585	40.98	44.78	48.56	40.76
peak835	chr1	74248425	74250036	.	1612	220.46	219.91	217.23	220.6
